experiment_kind,evaluation_schema_version,training_protocol_version,chunk_size,stage_scale,evaluation_status,evaluation_error_type,evaluation_error,solver_failed,training_config,training_method,train_interval,ratio,seed,regularization_profile,l2_weight,ortho_weight,h_model,num_observed,obs_dt,T_final,evaluation_method,noise_level,coverage_radius,coverage_fraction_high,coverage_fraction_low,coverage_eval_horizon,n_covered_ics,n_partial_ics,n_uncovered_ics,best_loss,best_epoch,best_stage,train_mse,validation_mse,same_ic_extrapolate_mse,same_ic_extrap_mse_h2p5,same_ic_extrap_mse_h5,same_ic_extrap_mse_h10,candidate_ic_extrap_mse_h2p5,candidate_ic_extrap_mse_h5,candidate_ic_extrap_mse_h10,extrapolate_mse,covered_ic_rollout_mse,covered_ic_extrapolate_mse,partial_ic_rollout_mse,partial_ic_extrapolate_mse,uncovered_ic_rollout_mse,uncovered_ic_extrapolate_mse,final_mse,final_l2_error,instability_rate,residual_mse,residual_rel_error,model_vf_mse,model_vf_rel_error,model_vf_mse_seen,model_vf_rel_error_seen,model_vf_mse_unseen,model_vf_rel_error_unseen,model_vf_mse_training_states,model_vf_rel_error_training_states,vf_grid_n_seen,vf_grid_n_unseen,learned_f_physics_a,learned_f_physics_b,learned_f_physics_r,learned_f_physics_z,parameter_importance_protocol_version,parameter_rel_error,parameter_componentwise_rel_rmse,oracle_evaluation_status,oracle_evaluation_error_type,oracle_evaluation_error,oracle_model_vf_rel_error,oracle_same_ic_extrap_mse_h2p5,oracle_candidate_ic_extrap_mse_h2p5,oracle_gain_same_ic_h2p5,oracle_gain_candidate_ic_h2p5,oracle_same_ic_extrap_mse_h5,oracle_candidate_ic_extrap_mse_h5,oracle_gain_same_ic_h5,oracle_gain_candidate_ic_h5,oracle_same_ic_extrap_mse_h10,oracle_candidate_ic_extrap_mse_h10,oracle_gain_same_ic_h10,oracle_gain_candidate_ic_h10
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,0,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,3.4006298896815535e-07,11900,stage 3 | joint training,9.427344503702239e-07,3.400686648304757e-07,3.2827075632664102,0.0040225379985841005,0.2771295353609484,0.3184549642576486,0.001071262079539292,0.706892575092263,0.5773755806372554,3.2827075632664102,nan,nan,7.309801175984583,7.816613872122165,0.0007443840896209635,0.0007954627317375182,4.793613918727181,13.136593967774846,0.0,1.2091430890514096e-05,0.004445247984831007,1.2091430890513872e-05,0.00012551321263142975,1.8109930976187639e-06,6.348275616522524e-05,2.350158712218867e-05,0.00014481410277395788,5.2886700467734605e-05,0.0004344545354749565,303,273,0.9242017947936908,0.049930702271519176,1.5001423716721551,0.03000170327788202,1,0.042023395329086256,0.03790547788517462,ok,,,0.05645154690386001,39.116889206550134,29.672506346649733,0.00010283379072767428,3.610285113849879e-05,203.75909826800194,280.6149079920056,0.0013600842255222481,0.002519084178921809,204.594620883922,243.5792297485866,0.001556516798348889,0.002370381010044241
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,1,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,1.5572222956630218e-06,9100,stage 3 | joint training,4.685948466795144e-06,1.5572146672788302e-06,2.041021370911398,0.007846493459984871,0.49810190192650694,0.39046929876093933,0.0023773686066872897,1.458953646867125,0.9735177694137138,2.041021370911398,nan,nan,3.5308300980978173,3.7756338083323264,0.0016995785257727242,0.001815549514712657,2.8698814543943714,10.164434679715216,0.0,2.6735994108252416e-05,0.0058221711436938235,2.6735994108251935e-05,0.00018663743848927348,6.9063943835367446e-06,0.0001239718447256408,4.8744670725792973e-05,0.00020855750958969385,0.00013284444216917054,0.0006885615914548518,303,273,0.9207361034970701,0.04998731447833871,1.5001132639932906,0.030003521514607667,1,0.04394476395565365,0.03963221271396078,ok,,,0.0603615848126023,43.46885185452368,33.03509740601062,0.00018050841292621185,7.19649340659932e-05,225.51554247521244,311.73997670185156,0.0022087253785678814,0.004680033861240918,227.2668173549049,271.0784101597519,0.00171810959164871,0.0035912774050873204
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,2,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,9.778292111355097e-06,3200,stage 2 | open residual slowly,6.354428744834227e-05,9.778212404439098e-06,4.826261807142918,0.041308523525099276,1.5111744495587247,1.1443207889310765,0.015252407809190778,4.006702941765164,2.6562255261882184,4.826261807142918,nan,nan,6.960527877209742,7.4431190562138365,0.003643472981717381,0.0038852047428144733,7.256534431170372,16.162773262102437,0.0,0.0001097537380602231,0.009683892874321027,0.00010975373806022283,0.0003781466499119466,6.694628909437956e-05,0.00038597629285149393,0.00015726530229703793,0.00037460944132396205,0.001976289501105831,0.00265580620184653,303,273,0.9120533595586697,0.05000911276145011,1.4998952749708128,0.02999498119643779,1,0.048758555829792466,0.04397350805694953,ok,,,0.06735954514072484,55.23872631069179,41.720563994245246,0.0007478181754727211,0.0003655848902544621,282.37236991279366,390.57597491137767,0.005351707923921247,0.010258447009379626,281.49437850812643,336.18979594496716,0.004065163911960811,0.007900970101492977
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,3,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,4.890319230736936e-06,3600,stage 2 | open residual slowly,1.8195426813830746e-05,4.890304870919356e-06,6.46294807070786,0.011572478868572923,0.5054365861696939,0.624847787000404,0.003909194934501838,1.152168018802249,0.9972678981944831,6.46294807070786,nan,nan,12.646191248602443,13.522992261924301,0.0022892016403908977,0.002442833976397037,9.895328009530818,18.87410417326103,0.0,4.814321255846669e-05,0.009108913380746868,4.8143212558464675e-05,0.00025044832440195437,2.0644492890963542e-05,0.00021433815398177718,7.866376955206483e-05,0.00026494128516993176,0.0003960585716007085,0.0011889150028007783,303,273,0.9292066702123973,0.05006414653800968,1.500053692391666,0.030000622368172955,1,0.039248576682988125,0.03540248284159829,ok,,,0.05560392145351112,35.15591860326762,26.592799177498087,0.000329175835203378,0.00014700201014602172,188.07334621151793,260.03143454738387,0.002687444001773907,0.00443087975424099,183.48282677579087,221.05572210169245,0.003405483760962224,0.004511386942228551
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,4,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,1.2568621019927733e-06,11900,stage 3 | joint training,1.836533299643328e-06,1.2568696062499404e-06,2.474177442896543,0.005382809799980229,0.3887322575740968,0.3457102865430488,0.0014855823978429169,1.119321763876149,0.78251236578844,2.474177442896543,nan,nan,4.775183946970222,5.10626304082818,0.0016324500559604764,0.0017448476406081049,3.5458104520937015,11.298193496102519,0.0,2.557911287944708e-05,0.005445483647299387,2.557911287944713e-05,0.00018255483345668006,3.086569927515474e-06,8.287726994063812e-05,5.0543363848074574e-05,0.0002123705701186522,7.640515032607774e-05,0.00052219464781839,303,273,0.9174433163040591,0.04994285939764957,1.4998872246895436,0.02999933539233012,1,0.045770327199837826,0.04128231517726138,ok,,,0.06189057245346873,46.83168158917487,35.66535926620047,0.00011493949431925479,4.1653369779755436e-05,238.7628664025885,329.2888216957925,0.0016281101974987885,0.0033992097214590863,242.06728955872381,287.5753641320304,0.001428157795186865,0.0027210688514652226
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,5,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,1.0378389049191293e-05,3700,stage 2 | open residual slowly,4.332995922075122e-05,1.0378348247089265e-05,8.587730299835728,0.02566717359778739,0.9475992461214254,1.0010648204835397,0.009273764699531286,2.254587977231449,1.7503065443402015,8.587730299835728,nan,nan,14.329048232737325,15.322525217349481,0.002130510224107915,0.0022685102188006448,13.631817298255125,22.152774605840786,0.0,9.347344627149898e-05,0.009340849898581858,9.347344627149977e-05,0.0003489753282354785,4.687227095180862e-05,0.00032296493606420474,0.0001451956298680801,0.0003599473944950695,0.0011178428246744994,0.001997383558814749,303,273,0.9152336599285036,0.050039979081964364,1.5005694572139299,0.03000215637088474,1,0.04699639542835314,0.042385495843549705,ok,,,0.06569007454697287,50.80372365013273,38.45159108371178,0.0005052222898964577,0.00024118025907800316,260.70061483615393,360.6970584257799,0.003634817841595703,0.0062506414304328625,256.72474571953205,307.43548138324013,0.0038993701899589536,0.005693248340969188
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,6,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,4.88256133248707e-06,2900,stage 2 | open residual slowly,3.3549774185030374e-05,4.882511972883163e-06,6.3434314977679644,0.01687044531979512,0.6592626573114786,0.7226279432533467,0.006128825786143704,1.66961308628327,1.2893145313487577,6.3434314977679644,nan,nan,10.836343061389005,11.587660686097738,0.002466408517096847,0.00262874473622529,9.778167803751058,18.762037227738304,0.0,0.0001832262246657056,0.02460169300807862,0.00018322622466570435,0.0004885898194313004,4.0344123183606346e-05,0.00029963153342393926,0.000341809655981,0.0005522737804508111,0.0006822374408661309,0.001560410535107558,303,273,0.9325260488349191,0.049819062812922775,1.4999514407866332,0.029985986362381707,1,0.037408396666617175,0.03378627177697212,ok,,,0.04725467925483693,30.623510491909194,22.811112735300938,0.0005508984779603168,0.0002686771950698783,170.46906600189376,237.5419074782089,0.0038673448079087317,0.007028709603320948,165.28823671060485,200.35460715321952,0.004371926022288909,0.006435162882791903
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,7,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,5.449762294152076e-06,3800,stage 2 | open residual slowly,1.9145050008770275e-05,5.44974276496065e-06,5.477812592188532,0.01484606153565852,0.6764595607259688,0.6773032202491346,0.005067057363028305,1.7306708566503504,1.2935950336184001,5.477812592188532,nan,nan,9.604386624991182,10.270289038973353,0.002157389064396465,0.0023017359993547882,8.33153639631198,17.31864054327681,0.0,5.294638205572728e-05,0.009677603404976058,5.294638205572671e-05,0.000262644760503504,2.067458612835268e-05,0.0002144943162117121,8.876452918391107e-05,0.00028143751577136485,0.00047402068215330305,0.0013006778500019658,303,273,0.9268314517938451,0.04996923338304764,1.500108197200107,0.030000876339609205,1,0.040565442712879665,0.03658558847662184,ok,,,0.05521747580338018,37.08532027048772,27.94270318620528,0.0004003217830498966,0.00018133740781133958,199.4635551298595,277.1458586807723,0.003391394283961101,0.006244621026951011,195.4103058090198,235.6097914248644,0.003466056805167069,0.005490412880531411
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,8,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,5.07364774898784e-06,2900,stage 2 | open residual slowly,3.100396802455274e-05,5.073597708675797e-06,4.173968660079088,0.024195089933112226,0.9694082779557606,0.783899279452061,0.00856186934428413,2.620834386741694,1.7658293565975676,4.173968660079088,nan,nan,6.404618925628636,6.848669422449784,0.002456491763116999,0.002620947724586819,6.232240406074911,14.97867332638965,0.0,8.856701168215915e-05,0.014180822938883264,8.856701168216101e-05,0.0003396929962015005,3.117001055487464e-05,0.0002633697254099088,0.0001522713755706877,0.00036861363628308894,0.001141184414098089,0.002018129425797461,303,273,0.9307702404195233,0.049955074762849605,1.4997228557057753,0.02997046271307734,1,0.038382009022506394,0.03462141840683227,ok,,,0.0518313343709222,33.51375162555186,25.063898539766964,0.0007219451347447613,0.00034160165988141586,185.86793005184657,259.2071635382783,0.0052155757998991305,0.010110964338200681,181.07091658376453,219.3580495437152,0.004329239030992699,0.008049986587091953
carrying_parameter_importance_sweep,3,2,100,1.0,ok,,,False,rk4_ratio8_T1.25,rk4,1.25,8,9,none,0.0,0.0,0.00625,26,0.05,20.0,diffrax_tsit5,0.0,2.5,0.8,0.2,10.0,0,17,3,1.1387135821938609e-05,3100,stage 2 | open residual slowly,4.539130086237437e-05,1.1387111412976571e-05,5.033719162983765,0.03822706909261292,1.3197442307949734,1.0405424087065938,0.013973297846750086,3.3775112077231757,2.273870447519719,5.033719162983765,nan,nan,7.416898403466562,7.931130815004377,0.003508376371983763,0.0037460420046504838,7.688568145069673,16.636960456240445,0.0,5.428829396134678e-05,0.007428288887265675,5.4288293961345885e-05,0.00026595226531503927,4.587973879734697e-05,0.000319527208028332,6.362086617633373e-05,0.00023826598712716897,0.0019510584064266058,0.002638798534713925,303,273,0.9167323865283605,0.05002087288549482,1.4998893762701737,0.02998496639508897,1,0.04616446324406852,0.04163510022968625,ok,,,0.06429003589566591,49.660660112161,37.44701220946739,0.0007697656254724458,0.00037314853768806075,257.86813921712434,356.85816222923296,0.005117903416845719,0.009464576028258457,255.4070833072839,305.70702508783694,0.0040740546238284955,0.007438070639254607
