seed,early_solver,phase,phase_solver,phase_epoch,common_epoch,learning_rate,objective,data_mse,regularization,gradient_norm,gradient_rms,gradient_max_abs,n_parameters
0,forward_euler,common_rk4_adam,rk4,400,400,0.001,0.031150665552156436,0.0285578308626741,0.0025928346894823332,0.09619363563371679,0.0014368466279097826,0.01683289681971292,4482
0,forward_euler,common_rk4_adam,rk4,500,500,0.001,0.02829006901677309,0.02569566168203641,0.002594407334736681,0.05813597152474531,0.0008683783921387677,0.009372081673168628,4482
0,forward_euler,common_rk4_adam,rk4,600,600,0.001,0.02642695463425215,0.023831792316690976,0.0025951623175611734,0.040328061133390374,0.0006023812102319705,0.005947153822428699,4482
0,forward_euler,common_rk4_adam,rk4,700,700,0.001,0.024840056369368126,0.02224403079197854,0.0025960255773895863,0.0330759605074584,0.0004940564103532101,0.005555364192241131,4482
0,forward_euler,common_rk4_adam,rk4,800,800,0.001,0.023333008059146645,0.020735933754843117,0.002597074304303527,0.02965631761992001,0.0004429771230464625,0.005305896294898053,4482
0,forward_euler,common_rk4_adam,rk4,900,900,0.001,0.02187033158803477,0.019272053050220124,0.0025982785378146473,0.027492079186083575,0.0004106498419829671,0.005127223282079962,4482
0,forward_euler,common_rk4_adam,rk4,1000,1000,0.001,0.020452270295621928,0.01785265539984878,0.0025996148957731454,0.02576919173859914,0.0003849150311207149,0.004978404940475418,4482
0,forward_euler,common_rk4_adam,rk4,1100,1100,0.001,0.019084978725535592,0.016483921729172162,0.002601056996363432,0.024221601398127374,0.00036179863732352277,0.004839798738897075,4482
0,forward_euler,common_rk4_adam,rk4,1200,1200,0.001,0.017774641443581426,0.015172066357511844,0.0026025750860695822,0.02275707510340854,0.00033992297315729194,0.004703164578421947,4482
0,forward_euler,common_rk4_adam,rk4,1300,1300,0.001,0.016526495683888597,0.013922372341847218,0.0026041233420413794,0.021929694989833392,0.00032756437668302193,0.004850729385144457,4482
0,forward_euler,common_rk4_adam,rk4,1400,1400,0.001,0.015410660751795358,0.012805116498233519,0.0026055442535618395,0.030769594370689605,0.0004596061644038823,0.007559687197533204,4482
0,forward_euler,common_rk4_adam,rk4,1500,1500,0.001,0.014364567453983247,0.011757355324321908,0.0026072121296613388,0.018909582801627,0.0002824528889536552,0.004377633426327203,4482
0,forward_euler,common_rk4_adam,rk4,1600,1600,0.001,0.013376612470892696,0.010767875966061328,0.0026087365048313676,0.017719464645371743,0.0002646760656912418,0.004268602049815436,4482
0,forward_euler,common_rk4_adam,rk4,1700,1700,0.001,0.012471426638090324,0.009861573814227542,0.002609852823862782,0.06044068860131621,0.0009028040060366197,0.018135067587514705,4482
0,forward_euler,common_rk4_adam,rk4,1800,1800,0.001,0.011651335455068933,0.009039768528700372,0.002611566926368561,0.015630261343924746,0.00023346958618845524,0.0041111802002381705,4482
0,forward_euler,common_rk4_adam,rk4,1900,1900,0.001,0.010883104389426034,0.008270218344259561,0.002612886045166473,0.014556667939334864,0.0002174332959186397,0.003960494623286469,4482
0,forward_euler,common_rk4_adam,rk4,2000,2000,0.001,0.010206814049452756,0.007591608360464613,0.002615205688988143,0.1853518260898178,0.0027686046435355513,0.05351842631746647,4482
0,forward_euler,common_rk4_adam,rk4,2100,2100,0.001,0.009561441856619335,0.006946225402469286,0.0026152164541500492,0.012585780841255247,0.00018799410836521698,0.003591114036756552,4482
0,forward_euler,common_rk4_adam,rk4,2200,2200,0.001,0.00897491323454402,0.0063586652891894305,0.0026162479453545897,0.012020986146635397,0.0001795577565517149,0.0037244521634496527,4482
0,forward_euler,common_rk4_adam,rk4,2300,2300,0.001,0.008466983444118493,0.005849280865817224,0.0026177025783012697,0.09544491495008929,0.0014256629692152214,0.030347540465621423,4482
0,forward_euler,common_rk4_adam,rk4,2400,2400,0.001,0.007995596123881918,0.0053776072241654305,0.0026179888997164866,0.010369559401962752,0.0001548903559103858,0.0033933735014416893,4482
0,forward_euler,common_rk4_adam,rk4,2500,2500,0.001,0.0075606433304658,0.004941894772843278,0.0026187485576225225,0.009781489638730408,0.0001461063438423366,0.0033651404472875342,4482
0,forward_euler,common_rk4_adam,rk4,2600,2600,0.001,0.00718459852410249,0.004564926497503675,0.002619672026598815,0.0295657344692386,0.0004416240803659922,0.009033044426459677,4482
0,forward_euler,common_rk4_adam,rk4,2700,2700,0.001,0.006849408235767676,0.004229445078660799,0.002619963157106877,0.008852627615567127,0.00013223190966607162,0.0033074576088548573,4482
0,forward_euler,common_rk4_adam,rk4,2800,2800,0.001,0.006538375567687141,0.003917891276847529,0.0026204842908396126,0.008019722942537454,0.00011979079271557027,0.003047935359750134,4482
0,forward_euler,common_rk4_adam,rk4,2900,2900,0.001,0.006419429851370184,0.0038021898859628184,0.002617239965407366,0.5589881135337285,0.008349618773438544,0.14851223670961763,4482
0,forward_euler,common_rk4_adam,rk4,3000,3000,0.001,0.006023126153208453,0.0034018133117868455,0.002621312841421607,0.01332126317942069,0.0001989800255781205,0.006105131095007102,4482
0,forward_euler,common_rk4_adam,rk4,100,3100,0.0003,0.005981080821439266,0.003359736035243062,0.0026213447861962043,0.01218333109393903,0.0001819827068985303,0.004155062518236742,4482
0,forward_euler,common_rk4_adam,rk4,200,3200,0.0003,0.005929153585814315,0.0033076695856067923,0.002621484000207523,0.006738229697155697,0.0001006490975692591,0.002765132620047346,4482
0,forward_euler,common_rk4_adam,rk4,300,3300,0.0003,0.005862861165349445,0.003241315998430297,0.002621545166919148,0.006557408716223856,9.794817026782557e-05,0.0027039985409350103,4482
0,forward_euler,common_rk4_adam,rk4,400,3400,0.0003,0.005786033985873797,0.0031644116587138723,0.0026216223271599247,0.00638271170895709,9.533871690697141e-05,0.0026550326238203126,4482
0,forward_euler,common_rk4_adam,rk4,500,3500,0.0003,0.005701404892916809,0.00307968782359366,0.002621717069323149,0.006187929109913913,9.242924458308105e-05,0.0025974966724296913,4482
0,forward_euler,common_rk4_adam,rk4,600,3600,0.0003,0.005611171862013584,0.0029893434867712815,0.0026218283752423017,0.005977163871251946,8.928103919031283e-05,0.0025329717631260226,4482
0,forward_euler,common_rk4_adam,rk4,700,3700,0.0003,0.005517200703903574,0.002895246705315376,0.0026219539985881985,0.005753524136199264,8.594052713813656e-05,0.002462096639181433,4482
0,forward_euler,common_rk4_adam,rk4,800,3800,0.0003,0.005421109151752373,0.0027990180261730814,0.0026220911255792913,0.005519619050846995,8.244668130389557e-05,0.002385340465262405,4482
0,forward_euler,common_rk4_adam,rk4,900,3900,0.0003,0.005324304091617299,0.0027020672618908283,0.0026222368297264703,0.005277777487009548,7.883428810138243e-05,0.0023031510353867797,4482
0,forward_euler,common_rk4_adam,rk4,1000,4000,0.0003,0.005227998144010852,0.0026056097588986324,0.0026223883851122197,0.005030174722254327,7.513583970346182e-05,0.002215998610918243,4482
0,forward_euler,common_rk4_adam,rk4,1100,4100,0.0003,0.005133216869502678,0.002510673426929782,0.0026225434425728956,0.004778906501764513,7.13826403058799e-05,0.002124400188309241,4482
0,forward_euler,common_rk4_adam,rk4,1200,4200,0.0003,0.005040802074745726,0.0024181019858768283,0.0026227000888688974,0.00452603564255687,6.760550225557631e-05,0.002028932903706295,4482
0,forward_euler,common_rk4_adam,rk4,1300,4300,0.0003,0.004959725052263194,0.0023368549826421822,0.002622870069621012,0.13905378886678096,0.0020770497581784056,0.0811402719014283,4482
0,forward_euler,common_rk4_adam,rk4,1400,4400,0.0003,0.004879671161278316,0.002256683449578928,0.002622987711699387,0.0041327652374511656,6.173121284224652e-05,0.0018578274419335146,4482
0,forward_euler,common_rk4_adam,rk4,1500,4500,0.0003,0.00480541766060629,0.0021822886486206096,0.0026231290119856808,0.003897245050920966,5.8213242203220316e-05,0.0017693472783889242,4482
0,forward_euler,common_rk4_adam,rk4,1600,4600,0.0003,0.004733763646776395,0.0021104915679414395,0.002623272078834955,0.0036838962491042224,5.502644606603874e-05,0.001677877411387593,4482
0,forward_euler,common_rk4_adam,rk4,1700,4700,0.0003,0.0046648373359954,0.002041422755848314,0.0026234145801470854,0.0034720855147314057,5.186262407892172e-05,0.0015860212385689154,4482
0,forward_euler,common_rk4_adam,rk4,1800,4800,0.0003,0.004603394314954145,0.0019799222900364725,0.0026234720249176725,0.026399435169798098,0.0003943289922722477,0.016060032846856767,4482
0,forward_euler,common_rk4_adam,rk4,1900,4900,0.0003,0.004546685365261137,0.001923015176046702,0.002623670189214435,0.0033214123675692846,4.961201568897783e-05,0.0014020975112644326,4482
0,forward_euler,common_rk4_adam,rk4,2000,5000,0.0003,0.004491695694531864,0.0018679057641433523,0.0026237899303885115,0.00301162481572331,4.498471164431921e-05,0.0013430386809785907,4482
0,forward_euler,common_rk4_adam,rk4,2100,5100,0.0003,0.004438168654973733,0.0018142601363119537,0.0026239085186617796,0.0028539549077710204,4.262959247170852e-05,0.00126297771183741,4482
0,forward_euler,common_rk4_adam,rk4,2200,5200,0.0003,0.004394257427370407,0.001770657957065379,0.002623599470305028,0.09330456678662141,0.0013936925376895647,0.02356833980790835,4482
0,forward_euler,common_rk4_adam,rk4,2300,5300,0.0003,0.004348563451029658,0.0017244566021695443,0.002624106848860114,0.013480624694344058,0.0002013604123243719,0.007893521153373063,4482
0,forward_euler,common_rk4_adam,rk4,2400,5400,0.0003,0.004308622606780619,0.0016844196721232472,0.0026242029346573714,0.004377052385593398,6.538013579580243e-05,0.002744019151233273,4482
0,forward_euler,common_rk4_adam,rk4,2500,5500,0.0003,0.004301554257570584,0.0016778894002347092,0.0026236648573358745,0.37361847223453837,0.005580748023696033,0.20752350783713897,4482
0,forward_euler,common_rk4_adam,rk4,2600,5600,0.0003,0.004232761562348017,0.0016083842124648552,0.0026243773498831613,0.004094406582806135,6.11582487036653e-05,0.0024969017873536937,4482
0,forward_euler,common_rk4_adam,rk4,2700,5700,0.0003,0.004196106429817992,0.0015714714867889968,0.0026246349430289954,0.03218265764995887,0.0004807131242818966,0.009276769812975276,4482
0,forward_euler,common_rk4_adam,rk4,2800,5800,0.0003,0.004161780891974434,0.0015372576365000924,0.002624523255474342,0.004746107775220154,7.089272494584043e-05,0.002159361963943185,4482
0,forward_euler,common_rk4_adam,rk4,2900,5900,0.0003,0.00412956343717585,0.0015051292615968857,0.0026244341755789643,0.0668925625628522,0.0009991758011586097,0.042136625817538756,4482
0,forward_euler,common_rk4_adam,rk4,3000,6000,0.0003,0.004125332590297638,0.001499831802617114,0.0026255007876805243,0.4114975573361186,0.00614654882057782,0.2596767336227,4482
0,forward_euler,common_rk4_adam,rk4,3100,6100,0.0003,0.0041430650625229725,0.0015163039158882438,0.002626761146634729,0.3961939494805583,0.005917958465329743,0.08832669739489615,4482
0,forward_euler,common_rk4_adam,rk4,3200,6200,0.0003,0.004031186470100223,0.0014063685301490844,0.002624817939951138,0.007235518659011035,0.00010807711464368757,0.0018902121693401182,4482
0,forward_euler,common_rk4_adam,rk4,3300,6300,0.0003,0.003999808942845967,0.001374971433159746,0.0026248375096862213,0.024723176841162445,0.00036929068166948663,0.015412632129485813,4482
0,forward_euler,common_rk4_adam,rk4,3400,6400,0.0003,0.003969436083944823,0.0013445492329576371,0.002624886850987186,0.024782325572516667,0.000370174187679334,0.015651075041287685,4482
0,forward_euler,common_rk4_adam,rk4,3500,6500,0.0003,0.003939125651355002,0.0013141535122755759,0.002624972139079426,0.013176891542291817,0.00019682354299371834,0.006478263299098693,4482
0,forward_euler,common_rk4_adam,rk4,3600,6600,0.0003,0.0039599256897133155,0.0013364351462690216,0.0026234905434442935,0.49025923765457513,0.007323013916512046,0.2969118166615583,4482
0,forward_euler,common_rk4_adam,rk4,3700,6700,0.0003,0.0038812199818302837,0.0012561884392620327,0.002625031542568251,0.002949995474753873,4.406415270953247e-05,0.001628581465540953,4482
0,forward_euler,common_rk4_adam,rk4,3800,6800,0.0003,0.003854241650919156,0.0012291232603911918,0.002625118390527964,0.11724974717622685,0.0017513622678212385,0.0721411841105186,4482
0,forward_euler,common_rk4_adam,rk4,3900,6900,0.0003,0.0038235966800108934,0.0011985979801255018,0.0026249986998853913,0.021073706387709557,0.00031477845453351395,0.005956496852895653,4482
0,forward_euler,common_rk4_adam,rk4,4000,7000,0.0003,0.0038932278280715297,0.0012664459095469772,0.0026267819185245528,0.5541082110483821,0.008276727553719006,0.25167664453816885,4482
0,forward_euler,common_rk4_adam,rk4,4100,7100,0.0003,0.0037781193649676285,0.0011527086884843035,0.002625410676483325,0.25595080461094494,0.0038231432681927638,0.162183941698264,4482
0,forward_euler,common_rk4_adam,rk4,4200,7200,0.0003,0.0037408320815178467,0.0011156113945142172,0.0026252206870036295,0.016226180434193667,0.00024237084384151188,0.010376978728164487,4482
0,forward_euler,common_rk4_adam,rk4,4300,7300,0.0003,0.0037153821578987146,0.001089812562820547,0.0026255695950781676,0.059475580914412254,0.0008883881695172678,0.02430320908232204,4482
0,forward_euler,common_rk4_adam,rk4,4400,7400,0.0003,0.0036883668694795728,0.0010631188617922854,0.002625248007687287,0.03785401654832012,0.0005654263473043171,0.024086250852048765,4482
0,forward_euler,common_rk4_adam,rk4,4500,7500,0.0003,0.0036807075758551206,0.001054928733011293,0.0026257788428438278,0.35372048327246863,0.005283531288368537,0.22360681204228736,4482
0,forward_euler,common_rk4_adam,rk4,4600,7600,0.0003,0.0036371138596494514,0.0010115028688783443,0.002625610990771107,0.07219191721445518,0.0010783323878817428,0.03149648323328256,4482
0,forward_euler,common_rk4_adam,rk4,4700,7700,0.0003,0.0036173906725235462,0.0009927430794969458,0.0026246475930266004,0.14657084161407316,0.002189332154208159,0.07066826667580575,4482
0,forward_euler,common_rk4_adam,rk4,4800,7800,0.0003,0.0035849656434854054,0.0009594520664375158,0.00262551357704789,0.014270466301161546,0.00021315829522859978,0.003547963351972977,4482
0,forward_euler,common_rk4_adam,rk4,4900,7900,0.0003,0.003573476875687672,0.0009475161119637857,0.0026259607637238863,0.2878062520845068,0.004298968846271873,0.1796218169217916,4482
0,forward_euler,common_rk4_adam,rk4,5000,8000,0.0003,0.0035708191164934514,0.0009466030468869207,0.0026242160696065306,0.42238662184469977,0.006309199036646407,0.2519596245662501,4482
0,forward_euler,common_rk4_adam,rk4,5100,8100,0.0003,0.00351159913041024,0.000886257288302061,0.002625341842108179,0.03768131338708737,0.0005628466760691895,0.009380425119442887,4482
0,forward_euler,common_rk4_adam,rk4,5200,8200,0.0003,0.0034875632042752954,0.0008619614341706155,0.00262560177010468,0.06115199610447044,0.0009134288231628355,0.036113596343157764,4482
0,forward_euler,common_rk4_adam,rk4,5300,8300,0.0003,0.0034637594932455905,0.0008382125607356468,0.0026255469325099437,0.017943167805862442,0.0002680175251306973,0.011085972744353943,4482
0,forward_euler,common_rk4_adam,rk4,5400,8400,0.0003,0.003453424846422219,0.0008271250782515315,0.002626299768170687,0.2691502867146358,0.0040203042469404695,0.16328941500180796,4482
0,forward_euler,common_rk4_adam,rk4,5500,8500,0.0003,0.003484442469100567,0.0008589431300293523,0.0026254993390712146,0.6647045750538474,0.009928708078557762,0.4084492717514978,4482
0,forward_euler,common_rk4_adam,rk4,5600,8600,0.0003,0.0033965688854917207,0.0007709272430434385,0.0026256416424482822,0.008964394093882944,0.0001339013682162498,0.005329624244300656,4482
0,forward_euler,common_rk4_adam,rk4,5700,8700,0.0003,0.00337566331989474,0.0007498929335139047,0.0026257703863808352,0.028905329346964086,0.0004317595933160622,0.013755277946906955,4482
0,forward_euler,common_rk4_adam,rk4,5800,8800,0.0003,0.003354828870384054,0.0007288596650910662,0.002625969205292988,0.05101502625910515,0.000762012663002329,0.02126802609892979,4482
0,forward_euler,common_rk4_adam,rk4,5900,8900,0.0003,0.003334057368917197,0.0007083472612864876,0.0026257101076307093,0.029991869355922813,0.0004479892673238736,0.01694311332023811,4482
0,forward_euler,common_rk4_adam,rk4,6000,9000,0.0003,0.0033140970939345674,0.0006883196946888577,0.0026257773992457096,0.006691405835313419,9.99496884290331e-05,0.004002689971495431,4482
0,forward_euler,common_rk4_adam,rk4,100,9100,0.0001,0.003306994639560543,0.0006812721852502314,0.0026257224543103116,0.025573495806231146,0.00038199191631518555,0.01590939866705244,4482
0,forward_euler,common_rk4_adam,rk4,200,9200,0.0001,0.003296595515001952,0.0006708065490351296,0.0026257889659668226,0.002525995203447022,3.773085055241405e-05,0.0010944990801617209,4482
0,forward_euler,common_rk4_adam,rk4,300,9300,0.0001,0.003283210274275456,0.0006573812224331308,0.0026258290518423252,0.0024678681373083555,3.686260518023937e-05,0.0010469237097983904,4482
0,forward_euler,common_rk4_adam,rk4,400,9400,0.0001,0.003267380005975461,0.0006415103113510663,0.0026258696946243948,0.0024440892579811603,3.6507419493040146e-05,0.001034057331373204,4482
0,forward_euler,common_rk4_adam,rk4,500,9500,0.0001,0.003249506262103015,0.0006235975728463178,0.0026259086892566974,0.002417759345485266,3.611412896260484e-05,0.001018389304089807,4482
0,forward_euler,common_rk4_adam,rk4,600,9600,0.0001,0.003229898491995659,0.0006039536241009121,0.0026259448678947472,0.002389402077065122,3.569055576841386e-05,0.0009999694989106345,4482
0,forward_euler,common_rk4_adam,rk4,700,9700,0.0001,0.0032126234540938254,0.0005866874367020533,0.002625936017391772,0.0074068732986593425,0.00011063664297977083,0.0023580990047778793,4482
0,forward_euler,common_rk4_adam,rk4,800,9800,0.0001,0.003197437359212683,0.0005714563093374245,0.0026259810498752588,0.0019367201732266139,2.892883538264067e-05,0.0006703591892396769,4482
0,forward_euler,common_rk4_adam,rk4,900,9900,0.0001,0.0031812971371618544,0.0005553055722173014,0.0026259915649445528,0.0019285869734895547,2.8807349584340995e-05,0.0006657419944239677,4482
0,forward_euler,common_rk4_adam,rk4,1000,10000,0.0001,0.003164273056195042,0.0005382674548838533,0.0026260056013111886,0.0019137158642775856,2.8585219471639374e-05,0.0006516821665272805,4482
0,forward_euler,common_rk4_adam,rk4,1100,10100,0.0001,0.0031483963807386085,0.0005221962141014772,0.0026262001666371316,0.034423820050264904,0.0005141894204657702,0.008273227134711996,4482
0,forward_euler,common_rk4_adam,rk4,1200,10200,0.0001,0.0031339152070240846,0.0005078875425823377,0.002626027664441747,0.0017691768866397331,2.642623731806661e-05,0.000507081232616254,4482
0,forward_euler,common_rk4_adam,rk4,1300,10300,0.0001,0.0031194407004870583,0.0004934039435962724,0.0026260367568907857,0.001700858334054482,2.540576146995979e-05,0.000506586865863463,4482
0,forward_euler,common_rk4_adam,rk4,1400,10400,0.0001,0.0031044114492383003,0.0004783585938442909,0.0026260528553940093,0.0016878646854128242,2.5211675030539816e-05,0.0005027457535697848,4482
0,forward_euler,common_rk4_adam,rk4,1500,10500,0.0001,0.003090379264942594,0.0004644791839761058,0.0026259000809664883,0.032198167098862494,0.00048094478928978514,0.008179947219353717,4482
0,forward_euler,common_rk4_adam,rk4,1600,10600,0.0001,0.0030773904798376264,0.00045130960443473246,0.002626080875402894,0.0015697241910531002,2.3447007650810745e-05,0.000502602233823128,4482
0,forward_euler,common_rk4_adam,rk4,1700,10700,0.0001,0.0030645290744777095,0.00043843178378932866,0.002626097290688381,0.0015564818618660516,2.324920666415781e-05,0.0004999540505146369,4482
0,forward_euler,common_rk4_adam,rk4,1800,10800,0.0001,0.0030512847800285474,0.0004251668649677814,0.002626117915060766,0.0015434022526760326,2.3053836229978384e-05,0.0004950953558132808,4482
0,forward_euler,common_rk4_adam,rk4,1900,10900,0.0001,0.0030752602879841346,0.00045054893973033917,0.0026247113482537952,0.2682797820781833,0.004007301498440254,0.06516064951071408,4482
0,forward_euler,common_rk4_adam,rk4,2000,11000,0.0001,0.0030275967773737613,0.0004014456498317872,0.002626151127541974,0.001519862741589759,2.2702225991898332e-05,0.0005536075402469195,4482
0,forward_euler,common_rk4_adam,rk4,2100,11100,0.0001,0.003017006203138895,0.0003908333248728247,0.0026261728782660705,0.00143648523741672,2.1456814225045703e-05,0.0004895989150166546,4482
0,forward_euler,common_rk4_adam,rk4,2200,11200,0.0001,0.0030061272195394126,0.0003799315204802272,0.0026261956990591855,0.0014237250292571774,2.126621469167035e-05,0.00048504095951710786,4482
0,forward_euler,common_rk4_adam,rk4,2300,11300,0.0001,0.0029967205544469155,0.00037054626525285714,0.0026261742891940582,0.10372607304128645,0.0015493588249767415,0.061929629302088424,4482
0,forward_euler,common_rk4_adam,rk4,2400,11400,0.0001,0.002984581272565462,0.0003583374151042971,0.002626243857461165,0.0015396983608001137,2.299851110875809e-05,0.0004927887404470327,4482
0,forward_euler,common_rk4_adam,rk4,2500,11500,0.0001,0.002974040886256255,0.0003478078560119797,0.002626233030244275,0.04096433043674329,0.0006118851799794733,0.02327065918223523,4482
0,forward_euler,common_rk4_adam,rk4,2600,11600,0.0001,0.002964123876579703,0.000337841782284287,0.002626282094295416,0.00192711060805676,2.8785297078687178e-05,0.0005998573953058395,4482
0,forward_euler,common_rk4_adam,rk4,2700,11700,0.0001,0.0029543454499764846,0.0003280248793605645,0.00262632057061592,0.005922184041482915,8.84598041627951e-05,0.0035725303665257438,4482
0,forward_euler,common_rk4_adam,rk4,2800,11800,0.0001,0.002944764977132982,0.00031841639363924324,0.0026263485834937387,0.0063625514729931665,9.503758298192745e-05,0.0037869627317715505,4482
0,forward_euler,common_rk4_adam,rk4,2900,11900,0.0001,0.002935888334842625,0.0003096763369253002,0.002626211997917325,0.02897824299265737,0.00043284870617943215,0.007601482551374256,4482
