group,x_metric,y_metric,n,pearson,log_log_pearson,spearman
rk4_ratio16,residual_mse,extrapolate_mse,12,-0.8154779122095693,-0.8221793067496552,-0.7552447552447553
rk4_ratio16,residual_rel_error,extrapolate_mse,12,-0.6210488575857305,-0.6080796833052534,-0.5244755244755246
diffrax_tsit5,best_loss,extrapolate_mse,12,0.24913062242894252,0.4990365583890329,0.5104895104895105
diffrax_tsit5,validation_mse,extrapolate_mse,12,0.24913062242894257,0.49903655838903305,0.5104895104895105
diffrax_tsit5,parameter_rel_error,model_vf_rel_error,12,0.4055408947124069,0.4333146150150034,0.18881118881118883
diffrax_tsit5,parameter_rel_error,extrapolate_mse,12,0.48310816550902813,0.5224232446215947,0.6433566433566434
diffrax_tsit5,model_vf_rel_error,extrapolate_mse,12,-0.27942317077382184,-0.31129165982971607,-0.2447552447552448
diffrax_tsit5,residual_mse,extrapolate_mse,12,-0.20341998499593383,-0.3112916598297165,-0.2447552447552448
diffrax_tsit5,residual_rel_error,extrapolate_mse,12,-0.6253150918076809,-0.5727800186945442,-0.6083916083916086
diffrax_tsit5_ratioadaptive,best_loss,extrapolate_mse,12,0.24913062242894252,0.4990365583890329,0.5104895104895105
diffrax_tsit5_ratioadaptive,validation_mse,extrapolate_mse,12,0.24913062242894257,0.49903655838903305,0.5104895104895105
diffrax_tsit5_ratioadaptive,parameter_rel_error,model_vf_rel_error,12,0.4055408947124069,0.4333146150150034,0.18881118881118883
diffrax_tsit5_ratioadaptive,parameter_rel_error,extrapolate_mse,12,0.48310816550902813,0.5224232446215947,0.6433566433566434
diffrax_tsit5_ratioadaptive,model_vf_rel_error,extrapolate_mse,12,-0.27942317077382184,-0.31129165982971607,-0.2447552447552448
diffrax_tsit5_ratioadaptive,residual_mse,extrapolate_mse,12,-0.20341998499593383,-0.3112916598297165,-0.2447552447552448
diffrax_tsit5_ratioadaptive,residual_rel_error,extrapolate_mse,12,-0.6253150918076809,-0.5727800186945442,-0.6083916083916086
