training_solver,ratio,h,search_stage,alpha,loss
forward_euler,8,0.00625,global_grid,0.0059,5.397517350993221
forward_euler,8,0.00625,global_grid,0.006,6.5852553437577495
forward_euler,8,0.00625,global_grid,0.0061,7.874238202430184
forward_euler,8,0.00625,global_grid,0.006200000000000001,9.260498356540255
forward_euler,8,0.00625,global_grid,0.0063,10.740257255536731
forward_euler,8,0.00625,global_grid,0.0064,12.309913787596322
forward_euler,8,0.00625,global_grid,0.006500000000000001,13.966033428527375
forward_euler,8,0.00625,global_grid,0.0066,15.705338065731302
forward_euler,8,0.00625,global_grid,0.0067,17.524696447666237
forward_euler,8,0.00625,global_grid,0.0068000000000000005,19.421115214700414
forward_euler,8,0.00625,global_grid,0.006900000000000001,21.391730472413403
forward_euler,8,0.00625,global_grid,0.007,23.43379987313798
forward_euler,8,0.00625,global_grid,0.0071,25.544695175755013
forward_euler,8,0.00625,global_grid,0.007200000000000001,27.721895257377668
forward_euler,8,0.00625,global_grid,0.0073,29.962979553607557
forward_euler,8,0.00625,global_grid,0.0074,32.26562190651734
forward_euler,8,0.00625,global_grid,0.007500000000000001,34.62758480146162
forward_euler,8,0.00625,global_grid,0.0076,37.04671397529804
forward_euler,8,0.00625,global_grid,0.0077,39.52093337967412
forward_euler,8,0.00625,global_grid,0.0078000000000000005,42.04824048378675
forward_euler,8,0.00625,global_grid,0.0079,44.62670190149735
forward_euler,8,0.00625,global_grid,0.008,47.25444932798048
forward_euler,8,0.00625,global_grid,0.0081,49.92967577122238
forward_euler,8,0.00625,global_grid,0.0082,52.65063206376184
forward_euler,8,0.00625,global_grid,0.0083,55.415623640078636
forward_euler,8,0.00625,global_grid,0.008400000000000001,58.22300756505871
forward_euler,8,0.00625,global_grid,0.0085,61.07118979900737
forward_euler,8,0.00625,global_grid,0.0086,63.95862268476459
forward_euler,8,0.00625,global_grid,0.008700000000000001,66.88380264262227
forward_euler,8,0.00625,global_grid,0.0088,69.84526805895099
forward_euler,8,0.00625,global_grid,0.0089,72.8415973547278
forward_euler,8,0.00625,global_grid,0.009000000000000001,75.87140722049683
forward_euler,8,0.00625,global_grid,0.0091,78.93335100471307
forward_euler,8,0.00625,global_grid,0.0092,82.02611724289088
forward_euler,8,0.00625,global_grid,0.009300000000000001,85.14842831549613
forward_euler,8,0.00625,global_grid,0.0094,88.29903922309562
forward_euler,8,0.00625,global_grid,0.0095,91.47673646786556
forward_euler,8,0.00625,global_grid,0.009600000000000001,94.68033703119266
forward_euler,8,0.00625,global_grid,0.0097,97.90868743773254
forward_euler,8,0.00625,global_grid,0.0098,101.16066289694345
forward_euler,8,0.00625,global_grid,0.0099,104.43516651374824
forward_euler,8,0.00625,global_grid,0.01,107.73112856062374
forward_euler,8,0.00625,global_grid,0.010100000000000001,111.047505804035
forward_euler,8,0.00625,global_grid,0.0102,114.38328087874041
forward_euler,8,0.00625,global_grid,0.0103,117.73746170407013
forward_euler,8,0.00625,global_grid,0.010400000000000001,121.10908093685188
forward_euler,8,0.00625,global_grid,0.0105,124.49719545616337
forward_euler,8,0.00625,global_grid,0.0106,127.90088587561479
forward_euler,8,0.00625,global_grid,0.010700000000000001,131.31925607930933
forward_euler,8,0.00625,global_grid,0.0108,134.7514327780794
forward_euler,8,0.00625,global_grid,0.0109,138.1965650829922
forward_euler,8,0.00625,global_grid,0.011000000000000001,141.65382409349186
forward_euler,8,0.00625,global_grid,0.0111,145.12240249788445
forward_euler,8,0.00625,global_grid,0.0112,148.60151418418275
forward_euler,8,0.00625,global_grid,0.011300000000000001,152.09039385961398
forward_euler,8,0.00625,global_grid,0.0114,155.58829667733707
forward_euler,8,0.00625,global_grid,0.0115,159.09449786915977
forward_euler,8,0.00625,global_grid,0.011600000000000001,162.60829238323598
forward_euler,8,0.00625,global_grid,0.0117,166.12899452591384
forward_euler,8,0.00625,global_grid,0.0118,169.65593760706398
forward_euler,8,0.00625,global_grid,0.0119,173.18847358835583
forward_euler,8,0.00625,global_grid,0.012,176.72597273407865
forward_euler,8,0.00625,global_grid,0.012100000000000001,180.26782326420422
forward_euler,8,0.00625,global_grid,0.0122,183.81343100948664
forward_euler,8,0.00625,global_grid,0.0123,187.36221906846876
forward_euler,8,0.00625,global_grid,0.012400000000000001,190.91362746633823
forward_euler,8,0.00625,global_grid,0.0125,194.46711281561969
forward_euler,8,0.00625,global_grid,0.0126,198.02214797875533
forward_euler,8,0.00625,global_grid,0.012700000000000001,201.57822173264117
forward_euler,8,0.00625,global_grid,0.0128,205.1348384352336
forward_euler,8,0.00625,global_grid,0.0129,208.6915176943618
forward_euler,8,0.00625,global_grid,0.013000000000000001,212.24779403888556
forward_euler,8,0.00625,global_grid,0.0131,215.80321659237353
forward_euler,8,0.00625,global_grid,0.0132,219.35734874945985
forward_euler,8,0.00625,global_grid,0.013300000000000001,222.90976785506618
forward_euler,8,0.00625,global_grid,0.0134,226.4600648866535
forward_euler,8,0.00625,global_grid,0.0135,230.007844139689
forward_euler,8,0.00625,global_grid,0.013600000000000001,233.5527229164895
forward_euler,8,0.00625,global_grid,0.0137,237.09433121861363
forward_euler,8,0.00625,global_grid,0.013800000000000002,240.63231144295386
forward_euler,8,0.00625,global_grid,0.013900000000000001,244.16631808168472
forward_euler,8,0.00625,global_grid,0.014,247.69601742620205
forward_euler,8,0.00625,global_grid,0.014100000000000001,251.22108727518759
forward_euler,8,0.00625,global_grid,0.0142,254.74121664691066
forward_euler,8,0.00625,global_grid,0.0143,258.25610549589055
forward_euler,8,0.00625,global_grid,0.014400000000000001,261.76546443400025
forward_euler,8,0.00625,global_grid,0.0145,265.2690144561105
forward_euler,8,0.00625,global_grid,0.0146,268.7664866703476
forward_euler,8,0.00625,global_grid,0.014700000000000001,272.2576220330276
forward_euler,8,0.00625,global_grid,0.0148,275.7421710883245
forward_euler,8,0.00625,global_grid,0.0149,279.21989371271565
forward_euler,8,0.00625,global_grid,0.015000000000000001,282.69055886424417
forward_euler,8,0.00625,global_grid,0.0151,286.15394433661385
forward_euler,8,0.00625,global_grid,0.0152,289.60983651814666
forward_euler,8,0.00625,global_grid,0.015300000000000001,293.05803015560025
forward_euler,8,0.00625,global_grid,0.0154,296.4983281228505
forward_euler,8,0.00625,global_grid,0.0155,299.9305411944314
forward_euler,8,0.00625,global_grid,0.015600000000000001,303.35448782391825
forward_euler,8,0.00625,global_grid,0.015700000000000002,306.7699939271318
forward_euler,8,0.00625,global_grid,0.0158,310.17689267013475
forward_euler,8,0.00625,global_grid,0.0159,313.5750242619938
forward_euler,8,0.00625,global_grid,0.016,316.964235752261
forward_euler,8,0.00625,global_grid,0.0161,320.3443808331363
forward_euler,8,0.00625,global_grid,0.0162,323.71531964626337
forward_euler,8,0.00625,global_grid,0.016300000000000002,327.07691859410505
forward_euler,8,0.00625,global_grid,0.0164,330.4290501558469
forward_euler,8,0.00625,global_grid,0.0165,333.77159270776383
forward_euler,8,0.00625,global_grid,0.0166,337.1044303479996
forward_euler,8,0.00625,global_grid,0.0167,340.4274527256779
forward_euler,8,0.00625,global_grid,0.016800000000000002,343.74055487430144
forward_euler,8,0.00625,global_grid,0.016900000000000002,347.0436370493483
forward_euler,8,0.00625,global_grid,0.017,350.33660457001
forward_euler,8,0.00625,global_grid,0.0171,353.6193676649974
forward_euler,8,0.00625,global_grid,0.0172,356.8918413223332
forward_euler,8,0.00625,global_grid,0.0173,360.15394514307184
forward_euler,8,0.00625,global_grid,0.017400000000000002,363.4056031988604
forward_euler,8,0.00625,global_grid,0.0175,366.6467438932697
forward_euler,8,0.00625,global_grid,0.0176,369.8772998268199
forward_euler,8,0.00625,global_grid,0.0177,373.0972076656289
forward_euler,8,0.00625,global_grid,0.0178,376.3064080136005
forward_euler,8,0.00625,global_grid,0.0179,379.5048452880819
forward_euler,8,0.00625,global_grid,0.018000000000000002,382.692467598913
forward_euler,8,0.00625,global_grid,0.0181,385.8692266307973
forward_euler,8,0.00625,global_grid,0.0182,389.03507752890914
forward_euler,8,0.00625,global_grid,0.0183,392.1899787876781
forward_euler,8,0.00625,global_grid,0.0184,395.3338921426612
forward_euler,8,0.00625,global_grid,0.018500000000000003,398.46678246544366
forward_euler,8,0.00625,global_grid,0.018600000000000002,401.5886176614894
forward_euler,8,0.00625,global_grid,0.0187,404.69936857087055
forward_euler,8,0.00625,global_grid,0.0188,407.79900887180827
forward_euler,8,0.00625,global_grid,0.0189,410.8875149869544
forward_euler,8,0.00625,global_grid,0.019,413.9648659923467
forward_euler,8,0.00625,global_grid,0.019100000000000002,417.0310435289673
forward_euler,8,0.00625,global_grid,0.019200000000000002,420.0860317168446
forward_euler,8,0.00625,global_grid,0.0193,423.12981707163027
forward_euler,8,0.00625,global_grid,0.0194,426.162388423581
forward_euler,8,0.00625,global_grid,0.0195,429.1837368389003
forward_euler,8,0.00625,global_grid,0.0196,432.1938555433567
forward_euler,8,0.00625,global_grid,0.019700000000000002,435.1927398481383
forward_euler,8,0.00625,global_grid,0.0198,438.1803870778698
forward_euler,8,0.00625,global_grid,0.0199,441.15679650074276
forward_euler,8,0.00625,global_grid,0.02,444.1219692607013
forward_euler,8,0.00625,local_refinement,0.004976393202250021,0.03775225888945987
forward_euler,8,0.00625,local_refinement,0.00502360679774998,0.030088181452525592
forward_euler,8,0.00625,local_refinement,0.005052786404500043,0.0424357710519214
forward_euler,8,0.00625,local_refinement,0.005010590124035082,0.028768251980797063
forward_euler,8,0.00625,local_refinement,0.005010524199475775,0.0287681847755882
forward_euler,8,0.00625,local_refinement,0.005010490732841313,0.02876817623133901
forward_euler,8,0.00625,local_refinement,0.005010490861937737,0.028768176231204447
forward_euler,8,0.00625,local_refinement,0.005010490936588659,0.028768176231248672
forward_euler,16,0.003125,global_grid,0.0,451.41501579416894
forward_euler,16,0.003125,global_grid,0.0001,428.21517638163067
forward_euler,16,0.003125,global_grid,0.0002,405.69424851069385
forward_euler,16,0.003125,global_grid,0.00030000000000000003,383.858340146248
forward_euler,16,0.003125,global_grid,0.0004,362.7127765515681
forward_euler,16,0.003125,global_grid,0.0005,342.261980354345
forward_euler,16,0.003125,global_grid,0.0006000000000000001,322.5093544107494
forward_euler,16,0.003125,global_grid,0.0007,303.4571701497056
forward_euler,16,0.003125,global_grid,0.0008,285.10646423788336
forward_euler,16,0.003125,global_grid,0.0009000000000000001,267.45694646289087
forward_euler,16,0.003125,global_grid,0.001,250.50692166974395
forward_euler,16,0.003125,global_grid,0.0011,234.25322839225916
forward_euler,16,0.003125,global_grid,0.0012000000000000001,218.6911964923068
forward_euler,16,0.003125,global_grid,0.0013000000000000002,203.81462566130503
forward_euler,16,0.003125,global_grid,0.0014,189.61578606517057
forward_euler,16,0.003125,global_grid,0.0015,176.08544175114253
forward_euler,16,0.003125,global_grid,0.0016,163.21289671583034
forward_euler,16,0.003125,global_grid,0.0017000000000000001,150.98606279777866
forward_euler,16,0.003125,global_grid,0.0018000000000000002,139.39154784655642
forward_euler,16,0.003125,global_grid,0.0019,128.41476197500404
forward_euler,16,0.003125,global_grid,0.002,118.04003915790835
forward_euler,16,0.003125,global_grid,0.0021000000000000003,108.2507710277472
forward_euler,16,0.003125,global_grid,0.0022,99.02954945447706
forward_euler,16,0.003125,global_grid,0.0023,90.35831438896702
forward_euler,16,0.003125,global_grid,0.0024000000000000002,82.21850349445353
forward_euler,16,0.003125,global_grid,0.0025,74.59120027343367
forward_euler,16,0.003125,global_grid,0.0026000000000000003,67.45727769681392
forward_euler,16,0.003125,global_grid,0.0027,60.797534730811634
forward_euler,16,0.003125,global_grid,0.0028,54.59282360564761
forward_euler,16,0.003125,global_grid,0.0029000000000000002,48.824166149192514
forward_euler,16,0.003125,global_grid,0.003,43.47285799159458
forward_euler,16,0.003125,global_grid,0.0031000000000000003,38.520559910719726
forward_euler,16,0.003125,global_grid,0.0032,33.94937601501609
forward_euler,16,0.003125,global_grid,0.0033,29.741918837410413
forward_euler,16,0.003125,global_grid,0.0034000000000000002,25.881361733377368
forward_euler,16,0.003125,global_grid,0.0035,22.351479234984335
forward_euler,16,0.003125,global_grid,0.0036000000000000003,19.136676210957916
forward_euler,16,0.003125,global_grid,0.0037,16.222006823713635
forward_euler,16,0.003125,global_grid,0.0038,13.593184362982647
forward_euler,16,0.003125,global_grid,0.0039000000000000003,11.236583078491154
forward_euler,16,0.003125,global_grid,0.004,9.13923313801757
forward_euler,16,0.003125,global_grid,0.0041,7.28880980913725
forward_euler,16,0.003125,global_grid,0.004200000000000001,5.673617909837013
forward_euler,16,0.003125,global_grid,0.0043,4.282572501316686
forward_euler,16,0.003125,global_grid,0.0044,3.105176711355254
forward_euler,16,0.003125,global_grid,0.0045000000000000005,2.131497483631863
forward_euler,16,0.003125,global_grid,0.0046,1.3521399516220651
forward_euler,16,0.003125,global_grid,0.0047,0.7582210386876601
forward_euler,16,0.003125,global_grid,0.0048000000000000004,0.3413427916240664
forward_euler,16,0.003125,global_grid,0.0049,0.09356586544892764
forward_euler,16,0.003125,global_grid,0.005,0.007383494270459378
forward_euler,16,0.003125,global_grid,0.0051,0.07569620780175754
forward_euler,16,0.003125,global_grid,0.005200000000000001,0.29178748617767414
forward_euler,16,0.003125,global_grid,0.0053,0.6493004874844072
forward_euler,16,0.003125,global_grid,0.0054,1.1422159328060397
forward_euler,16,0.003125,global_grid,0.0055000000000000005,1.7648311923411135
forward_euler,16,0.003125,global_grid,0.0056,2.5117405827542103
forward_euler,16,0.003125,global_grid,0.0057,3.3778168597610008
forward_euler,16,0.003125,global_grid,0.0058000000000000005,4.358193870250291
forward_euler,16,0.003125,global_grid,0.0059,5.44825031422706
forward_euler,16,0.003125,global_grid,0.006,6.643594557675043
forward_euler,16,0.003125,global_grid,0.0061,7.940050432292364
forward_euler,16,0.003125,global_grid,0.006200000000000001,9.333643956142865
forward_euler,16,0.003125,global_grid,0.0063,10.820590909893378
forward_euler,16,0.003125,global_grid,0.0064,12.397285205801232
forward_euler,16,0.003125,global_grid,0.006500000000000001,14.060287990411352
forward_euler,16,0.003125,global_grid,0.0066,15.806317426536536
forward_euler,16,0.003125,global_grid,0.0067,17.63223910510952
forward_euler,16,0.003125,global_grid,0.0068000000000000005,19.53505704260328
forward_euler,16,0.003125,global_grid,0.006900000000000001,21.511905224655976
forward_euler,16,0.003125,global_grid,0.007,23.560039661152036
forward_euler,16,0.003125,global_grid,0.0071,25.676830922151108
forward_euler,16,0.003125,global_grid,0.007200000000000001,27.859757127691203
forward_euler,16,0.003125,global_grid,0.0073,30.106397367568423
forward_euler,16,0.003125,global_grid,0.0074,32.414425529732235
forward_euler,16,0.003125,global_grid,0.007500000000000001,34.78160451796592
forward_euler,16,0.003125,global_grid,0.0076,37.20578084108888
forward_euler,16,0.003125,global_grid,0.0077,39.684879557085196
forward_euler,16,0.003125,global_grid,0.0078000000000000005,42.21689955639684
forward_euler,16,0.003125,global_grid,0.0079,44.79990916917511
forward_euler,16,0.003125,global_grid,0.008,47.43204208164826
forward_euler,16,0.003125,global_grid,0.0081,50.1114935469568
forward_euler,16,0.003125,global_grid,0.0082,52.83651687592835
forward_euler,16,0.003125,global_grid,0.0083,55.605420193309854
forward_euler,16,0.003125,global_grid,0.008400000000000001,58.41656344502461
forward_euler,16,0.003125,global_grid,0.0085,61.26835564207164
forward_euler,16,0.003125,global_grid,0.0086,64.15925232677088
forward_euler,16,0.003125,global_grid,0.008700000000000001,67.08775324721198
forward_euler,16,0.003125,global_grid,0.0088,70.05240022595187
forward_euler,16,0.003125,global_grid,0.0089,73.05177520928267
forward_euler,16,0.003125,global_grid,0.009000000000000001,76.08449848371855
forward_euler,16,0.003125,global_grid,0.0091,79.14922704675338
forward_euler,16,0.003125,global_grid,0.0092,82.24465311938467
forward_euler,16,0.003125,global_grid,0.009300000000000001,85.36950278841493
forward_euler,16,0.003125,global_grid,0.0094,88.52253476707718
forward_euler,16,0.003125,global_grid,0.0095,91.70253926312775
forward_euler,16,0.003125,global_grid,0.009600000000000001,94.90833694414017
forward_euler,16,0.003125,global_grid,0.0097,98.13877799037549
forward_euler,16,0.003125,global_grid,0.0098,101.39274122621772
forward_euler,16,0.003125,global_grid,0.0099,104.66913332182546
forward_euler,16,0.003125,global_grid,0.01,107.96688805723498
forward_euler,16,0.003125,global_grid,0.010100000000000001,111.28496564182187
forward_euler,16,0.003125,global_grid,0.0102,114.622352082574
forward_euler,16,0.003125,global_grid,0.0103,117.97805859524472
forward_euler,16,0.003125,global_grid,0.010400000000000001,121.35112105299447
forward_euler,16,0.003125,global_grid,0.0105,124.74059946764937
forward_euler,16,0.003125,global_grid,0.0106,128.14557749921528
forward_euler,16,0.003125,global_grid,0.010700000000000001,131.56516198974708
forward_euler,16,0.003125,global_grid,0.0108,134.99848251810127
forward_euler,16,0.003125,global_grid,0.0109,138.44469097252338
forward_euler,16,0.003125,global_grid,0.011000000000000001,141.90296113836615
forward_euler,16,0.003125,global_grid,0.0111,145.37248829860957
forward_euler,16,0.003125,global_grid,0.0112,148.85248884513751
forward_euler,16,0.003125,global_grid,0.011300000000000001,152.34219989903323
forward_euler,16,0.003125,global_grid,0.0114,155.84087893839427
forward_euler,16,0.003125,global_grid,0.0115,159.34780343241593
forward_euler,16,0.003125,global_grid,0.011600000000000001,162.86227048068625
forward_euler,16,0.003125,global_grid,0.0117,166.38359645682772
forward_euler,16,0.003125,global_grid,0.0118,169.9111166557811
forward_euler,16,0.003125,global_grid,0.0119,173.44418494417116
forward_euler,16,0.003125,global_grid,0.012,176.9821734133249
forward_euler,16,0.003125,global_grid,0.012100000000000001,180.5244720346146
forward_euler,16,0.003125,global_grid,0.0122,184.07048831689585
forward_euler,16,0.003125,global_grid,0.0123,187.61964696589862
forward_euler,16,0.003125,global_grid,0.012400000000000001,191.17138954548676
forward_euler,16,0.003125,global_grid,0.0125,194.7251741407693
forward_euler,16,0.003125,global_grid,0.0126,198.2804750230879
forward_euler,16,0.003125,global_grid,0.012700000000000001,201.83678231695117
forward_euler,16,0.003125,global_grid,0.0128,205.39360166901085
forward_euler,16,0.003125,global_grid,0.0129,208.95045391920505
forward_euler,16,0.003125,global_grid,0.013000000000000001,212.50687477421502
forward_euler,16,0.003125,global_grid,0.0131,216.06241448338224
forward_euler,16,0.003125,global_grid,0.0132,219.61663751726113
forward_euler,16,0.003125,global_grid,0.013300000000000001,223.16912224897325
forward_euler,16,0.003125,global_grid,0.0134,226.71946063853466
forward_euler,16,0.003125,global_grid,0.0135,230.26725792033432
forward_euler,16,0.003125,global_grid,0.013600000000000001,233.81213229392338
forward_euler,16,0.003125,global_grid,0.0137,237.35371461828842
forward_euler,16,0.003125,global_grid,0.013800000000000002,240.89164810976123
forward_euler,16,0.003125,global_grid,0.013900000000000001,244.42558804370992
forward_euler,16,0.003125,global_grid,0.014,247.95520146016483
forward_euler,16,0.003125,global_grid,0.014100000000000001,251.48016687349218
forward_euler,16,0.003125,global_grid,0.0142,255.0001739862535
forward_euler,16,0.003125,global_grid,0.0143,258.5149234073469
forward_euler,16,0.003125,global_grid,0.014400000000000001,262.02412637453733
forward_euler,16,0.003125,global_grid,0.0145,265.52750448146423
forward_euler,16,0.003125,global_grid,0.0146,269.02478940919514
forward_euler,16,0.003125,global_grid,0.014700000000000001,272.51572266240925
forward_euler,16,0.003125,global_grid,0.0148,276.000055310248
forward_euler,16,0.003125,global_grid,0.0149,279.4775477318961
forward_euler,16,0.003125,global_grid,0.015000000000000001,282.9479693669189
forward_euler,16,0.003125,global_grid,0.0151,286.4110984703902
forward_euler,16,0.003125,global_grid,0.0152,289.86672187282545
forward_euler,16,0.003125,global_grid,0.015300000000000001,293.3146347449318
forward_euler,16,0.003125,global_grid,0.0154,296.75464036717887
forward_euler,16,0.003125,global_grid,0.0155,300.1865499041795
forward_euler,16,0.003125,global_grid,0.015600000000000001,303.61018218387653
forward_euler,16,0.003125,global_grid,0.015700000000000002,307.0253634815051
forward_euler,16,0.003125,global_grid,0.0158,310.4319273083179
forward_euler,16,0.003125,global_grid,0.0159,313.8297142050274
forward_euler,16,0.003125,global_grid,0.016,317.2185715399453
forward_euler,16,0.003125,global_grid,0.0161,320.59835331176134
forward_euler,16,0.003125,global_grid,0.0162,323.9689199569274
forward_euler,16,0.003125,global_grid,0.016300000000000002,327.33013816159087
forward_euler,16,0.003125,global_grid,0.0164,330.68188067802504
forward_euler,16,0.003125,global_grid,0.0165,334.0240261455008
forward_euler,16,0.003125,global_grid,0.0166,337.3564589155376
forward_euler,16,0.003125,global_grid,0.0167,340.6790688814707
forward_euler,16,0.003125,global_grid,0.016800000000000002,343.9917513122742
forward_euler,16,0.003125,global_grid,0.016900000000000002,347.29440669056345
forward_euler,16,0.003125,global_grid,0.017,350.58694055472057
forward_euler,16,0.003125,global_grid,0.0171,353.8692633450608
forward_euler,16,0.003125,global_grid,0.0172,357.141290253975
forward_euler,16,0.003125,global_grid,0.0173,360.4029410799755
forward_euler,16,0.003125,global_grid,0.017400000000000002,363.6541400855663
forward_euler,16,0.003125,global_grid,0.0175,366.8948158588698
forward_euler,16,0.003125,global_grid,0.0176,370.12490117893356
forward_euler,16,0.003125,global_grid,0.0177,373.34433288464277
forward_euler,16,0.003125,global_grid,0.0178,376.5530517471585
forward_euler,16,0.003125,global_grid,0.0179,379.7510023458136
forward_euler,16,0.003125,global_grid,0.018000000000000002,382.93813294739135
forward_euler,16,0.003125,global_grid,0.0181,386.11439538870576
forward_euler,16,0.003125,global_grid,0.0182,389.2797449624163
forward_euler,16,0.003125,global_grid,0.0183,392.43414030600445
forward_euler,16,0.003125,global_grid,0.0184,395.57754329382664
forward_euler,16,0.003125,global_grid,0.018500000000000003,398.7099189321945
forward_euler,16,0.003125,global_grid,0.018600000000000002,401.8312352573834
forward_euler,16,0.003125,global_grid,0.0187,404.94146323652586
forward_euler,16,0.003125,global_grid,0.0188,408.0405766712954
forward_euler,16,0.003125,global_grid,0.0189,411.1285521043362
forward_euler,16,0.003125,global_grid,0.019,414.20536872834475
forward_euler,16,0.003125,global_grid,0.019100000000000002,417.2710082977641
forward_euler,16,0.003125,global_grid,0.019200000000000002,420.3254550430024
forward_euler,16,0.003125,global_grid,0.0193,423.3686955871261
forward_euler,16,0.003125,global_grid,0.0194,426.4007188649547
forward_euler,16,0.003125,global_grid,0.0195,429.42151604450333
forward_euler,16,0.003125,global_grid,0.0196,432.4310804507038
forward_euler,16,0.003125,global_grid,0.019700000000000002,435.4294074913511
forward_euler,16,0.003125,global_grid,0.0198,438.41649458521306
forward_euler,16,0.003125,global_grid,0.0199,441.392341092247
forward_euler,16,0.003125,global_grid,0.02,444.3569482458622
forward_euler,16,0.003125,local_refinement,0.004976393202250021,0.013540268251355944
forward_euler,16,0.003125,local_refinement,0.00502360679774998,0.009834757581557984
forward_euler,16,0.003125,local_refinement,0.005052786404500043,0.024626325982110724
forward_euler,16,0.003125,local_refinement,0.005005120991543508,0.0071872434342686855
forward_euler,16,0.003125,local_refinement,0.005005084897029602,0.007187211345711977
forward_euler,16,0.003125,local_refinement,0.0050050450988788535,0.007187199238577441
forward_euler,16,0.003125,local_refinement,0.0050050452582811504,0.0071871992383840955
forward_euler,16,0.003125,local_refinement,0.005005045183710999,0.007187199238426828
forward_euler,16,0.003125,local_refinement,0.005005045332851302,0.007187199238427272
heun,1,0.05,global_grid,0.0,448.9282240032163
heun,1,0.05,global_grid,0.0001,425.94985439612384
heun,1,0.05,global_grid,0.0002,403.6385767276027
heun,1,0.05,global_grid,0.00030000000000000003,382.0003297748887
heun,1,0.05,global_grid,0.0004,361.04032540222585
heun,1,0.05,global_grid,0.0005,340.76293398499325
heun,1,0.05,global_grid,0.0006000000000000001,321.1715718393624
heun,1,0.05,global_grid,0.0007,302.2685930991313
heun,1,0.05,global_grid,0.0008,284.0551886583754
heun,1,0.05,global_grid,0.0009000000000000001,266.53129488940834
heun,1,0.05,global_grid,0.001,249.69551483205635
heun,1,0.05,global_grid,0.0011,233.5450544187706
heun,1,0.05,global_grid,0.0012000000000000001,218.0756760432908
heun,1,0.05,global_grid,0.0013000000000000002,203.28167139914004
heun,1,0.05,global_grid,0.0014,189.1558550180506
heun,1,0.05,global_grid,0.0015,175.68957934661472
heun,1,0.05,global_grid,0.0016,162.872771539771
heun,1,0.05,global_grid,0.0017000000000000001,150.69399145666802
heun,1,0.05,global_grid,0.0018000000000000002,139.14050965667025
heun,1,0.05,global_grid,0.0019,128.19840355022947
heun,1,0.05,global_grid,0.002,117.85266929789083
heun,1,0.05,global_grid,0.0021000000000000003,108.08734660171535
heun,1,0.05,global_grid,0.0022,98.88565321911105
heun,1,0.05,global_grid,0.0023,90.230125861496
heun,1,0.05,global_grid,0.0024000000000000002,82.10276412049744
heun,1,0.05,global_grid,0.0025,74.48517418350829
heun,1,0.05,global_grid,0.0026000000000000003,67.35870934077295
heun,1,0.05,global_grid,0.0027,60.70460462394732
heun,1,0.05,global_grid,0.0028,54.504103323787454
heun,1,0.05,global_grid,0.0029000000000000002,48.73857358399228
heun,1,0.05,global_grid,0.003,43.38961373222819
heun,1,0.05,global_grid,0.0031000000000000003,38.43914546428277
heun,1,0.05,global_grid,0.0032,33.86949442371023
heun,1,0.05,global_grid,0.0033,29.663458102805958
heun,1,0.05,global_grid,0.0034000000000000002,25.80436132173576
heun,1,0.05,global_grid,0.0035,22.276099816167942
heun,1,0.05,global_grid,0.0036000000000000003,19.063172678691547
heun,1,0.05,global_grid,0.0037,16.15070455758124
heun,1,0.05,global_grid,0.0038,13.524458622266422
heun,1,0.05,global_grid,0.0039000000000000003,11.170841363843943
heun,1,0.05,global_grid,0.004,9.076900317598952
heun,1,0.05,global_grid,0.0041,7.230315779566311
heun,1,0.05,global_grid,0.004200000000000001,5.6193875473471495
heun,1,0.05,global_grid,0.0043,4.233017653012966
heun,1,0.05,global_grid,0.0044,3.0606899787495903
heun,1,0.05,global_grid,0.0045000000000000005,2.0924475590278355
heun,1,0.05,global_grid,0.0046,1.3188682809580332
heun,1,0.05,global_grid,0.0047,0.7310396008071456
heun,1,0.05,global_grid,0.0048000000000000004,0.3205328024723001
heun,1,0.05,global_grid,0.0049,0.07937723541648178
heun,1,0.05,global_grid,0.005,3.4887000886791745e-05
heun,1,0.05,global_grid,0.0051,0.07537556859059497
heun,1,0.05,global_grid,0.005200000000000001,0.2986529270959081
heun,1,0.05,global_grid,0.0053,0.6634814341742894
heun,1,0.05,global_grid,0.0054,1.1638144542492423
heun,1,0.05,global_grid,0.0055000000000000005,1.7939234496186158
heun,1,0.05,global_grid,0.0056,2.548378345821693
heun,1,0.05,global_grid,0.0057,3.422029052539375
heun,1,0.05,global_grid,0.0058000000000000005,4.409988113928696
heun,1,0.05,global_grid,0.0059,5.507614446680565
heun,1,0.05,global_grid,0.006,6.710498113443563
heun,1,0.05,global_grid,0.0061,8.01444607278467
heun,1,0.05,global_grid,0.006200000000000001,9.41546884379226
heun,1,0.05,global_grid,0.0063,10.909768023045649
heun,1,0.05,global_grid,0.0064,12.493724593331638
heun,1,0.05,global_grid,0.006500000000000001,14.163887966591975
heun,1,0.05,global_grid,0.0066,15.91696570764553
heun,1,0.05,global_grid,0.0067,17.749813889819908
heun,1,0.05,global_grid,0.0068000000000000005,19.659428038415626
heun,1,0.05,global_grid,0.006900000000000001,21.64293462264728
heun,1,0.05,global_grid,0.007,23.697583061164803
heun,1,0.05,global_grid,0.0071,25.82073821032521
heun,1,0.05,global_grid,0.007200000000000001,28.009873307973926
heun,1,0.05,global_grid,0.0073,30.262563348574798
heun,1,0.05,global_grid,0.0074,32.57647886808734
heun,1,0.05,global_grid,0.007500000000000001,34.94938011905914
heun,1,0.05,global_grid,0.0076,37.37911161801828
heun,1,0.05,global_grid,0.0077,39.86359704846806
heun,1,0.05,global_grid,0.0078000000000000005,42.400834503669124
