train_interval,seed,same_ic_extrap_mse_h2p5,same_ic_extrap_mse_h5,same_ic_extrap_mse_h10,candidate_ic_extrap_mse_h2p5,candidate_ic_extrap_mse_h5,candidate_ic_extrap_mse_h10,model_vf_rel_error,parameter_rel_error
1.25,0,0.008949720468796215,0.5287245789775974,0.4610968807975573,0.0027107557272338183,1.4755334285071622,1.0263820156685106,0.00019361930862938495,0.04146956083704395
