training_config,regularization_profile,parameter,true_value,learned_mean,learned_std,learned_min,learned_max,abs_error_mean,abs_error_std,relative_error_mean,relative_error_std,n_runs
forward_euler_ratio2,l2_small,z,0.03,0.029711918820030478,0.00017723242868959658,0.029523938945197205,0.029875973076272485,0.000288081179969521,0.00017723242868959658,0.009602705998663943,0.005907747622789628,3
forward_euler_ratio2,ortho_small,a,1.0,0.9215391362837183,0.03944096478131055,0.8761257656798288,0.9472138227103117,0.07846086371628165,0.03944096478131055,0.07846086371620319,0.03944096478127111,3
forward_euler_ratio2,ortho_small,b,0.05,0.05102037070035432,0.001453351772006703,0.04990937057234371,0.05266513217002189,0.0010807903187918476,0.0013862915828266762,0.021615806375404636,0.027725831655979007,3
forward_euler_ratio2,ortho_small,r,1.5,1.497415275861173,0.053860991347881935,1.4387786349527476,1.5446867198934402,0.03822951922600781,0.026810135712260284,0.02548634615065488,0.017873423808161603,3
forward_euler_ratio2,ortho_small,z,0.03,0.029935691367249908,0.0002544302820075718,0.029645015454154773,0.030117980691325413,0.00017234773114672627,0.00016242708556332358,0.005744924371366045,0.005414236185263646,3
forward_euler_ratio2,l2_plus_ortho,a,1.0,0.9217944820774218,0.038598937435127226,0.877339776333043,0.9467989420786933,0.07820551792257835,0.038598937435127226,0.07820551792250015,0.038598937435088625,3
forward_euler_ratio2,l2_plus_ortho,b,0.05,0.050961248971908034,0.0014733420049729213,0.04991304975290936,0.05264582066706284,0.00101921580330179,0.0014136954276147394,0.020384316065628117,0.028273908551729312,3
forward_euler_ratio2,l2_plus_ortho,r,1.5,1.4965828762551645,0.05301419036927029,1.4397660347479835,1.5447242458854469,0.036738853089842184,0.02834439085612881,0.024492568726545132,0.018896260570739943,3
forward_euler_ratio2,l2_plus_ortho,z,0.03,0.02992765609726823,0.00026186443505420273,0.02962764984508736,0.030110372658451123,0.0001758895338766555,0.00017325631460045484,0.005862984462359752,0.005775210486489322,3
forward_euler_ratio4,none,a,1.0,0.9329428353786945,0.010829601530617069,0.9251282900239315,0.9453046884706032,0.06705716462130551,0.010829601530617069,0.06705716462123844,0.010829601530606234,3
forward_euler_ratio4,none,b,0.05,0.05084613965850199,0.00012707182809951098,0.050715405279782536,0.05096920122507632,0.0008461396585019779,0.00012707182809951098,0.016922793169701102,0.002541436561939391,3
forward_euler_ratio4,none,r,1.5,1.4810426269211632,0.02895397646970242,1.4609158825046338,1.5142256525178732,0.028441141424085787,0.012808511085451254,0.018960760949377885,0.008539007390295143,3
forward_euler_ratio4,none,z,0.03,0.029695466929335734,9.80006863173133e-05,0.029593496497900707,0.02978894517805138,0.00030453307066426763,9.800068631731331e-05,0.010151102355137217,0.0032666895438015543,3
forward_euler_ratio4,l2_small,a,1.0,0.9320108676421092,0.01101508372327981,0.9239342049889768,0.9445584709540737,0.06798913235789088,0.01101508372327981,0.06798913235782288,0.011015083723268792,3
forward_euler_ratio4,l2_small,b,0.05,0.050894403904408435,0.00019766251600657843,0.05073041092522695,0.05111387838248619,0.0008944039044084251,0.0001976625160065784,0.017888078087810736,0.003953250320052502,3
