seed,training_method,ratio,h_model,epoch,loss,gradient_norm
0,forward_euler,1,0.05,2900,0.001549967789483579,0.0030379852464579916
0,forward_euler,1,0.05,2950,0.0013992467920288362,0.002130935990981168
0,forward_euler,1,0.05,3000,0.00219367119962669,0.5359372568630937
0,forward_euler,1,0.05,3050,0.0012671955819876294,0.04094865748663728
0,forward_euler,1,0.05,3100,0.0011976469629250961,0.0020288686409280087
0,forward_euler,1,0.05,3150,0.001146772989099179,0.0010787022451435853
0,forward_euler,1,0.05,3200,0.00110537871920316,0.0008486221847082615
0,forward_euler,1,0.05,3250,0.002948506798574637,0.7898160647516984
0,forward_euler,1,0.05,3300,0.0010788426425176014,0.0428324999243937
0,forward_euler,1,0.05,3350,0.0010443424963745647,0.003333412631638074
0,forward_euler,1,0.05,3400,0.0010187863325368082,0.0006630947386970785
0,forward_euler,1,0.05,3450,0.000995234825424954,0.0006330541928274443
0,forward_euler,1,0.05,3500,0.0009730081983837714,0.0006145239054463198
0,forward_euler,1,0.05,3550,0.0016303340796006446,0.4805330789340603
0,forward_euler,1,0.05,3600,0.0009625646160749185,0.030502245895712654
0,forward_euler,1,0.05,3650,0.0009387158019253191,0.00510739411564288
0,forward_euler,1,0.05,3700,0.0009199964130926739,0.000615490016988416
0,forward_euler,1,0.05,3750,0.0009023248551930964,0.0005955302690731395
0,forward_euler,1,0.05,3800,0.0008852478320533469,0.000582287197024641
0,forward_euler,1,0.05,3850,0.0008685987496926525,0.0006025911368024571
0,forward_euler,1,0.05,3900,0.0018792370861336163,0.6028268117002907
0,forward_euler,1,0.05,3950,0.0008655100974437844,0.018774783900057254
0,forward_euler,1,0.05,4000,0.000847241637053197,0.0019630111408382315
0,forward_euler,1,0.05,4050,0.0008320975017030036,0.0005716299771682485
0,forward_euler,1,0.05,4100,0.000817604450010752,0.0005584436524984791
0,forward_euler,1,0.05,4150,0.0008034250609638177,0.000554517425817597
0,forward_euler,1,0.05,4200,0.0007894142125363236,0.0005518797262802054
0,forward_euler,1,0.05,4250,0.0007775960246895895,0.028431446974073894
0,forward_euler,1,0.05,4300,0.0008096306731826894,0.047456299055107655
0,forward_euler,1,0.05,4350,0.0007776090680708073,0.014516125314222743
0,forward_euler,1,0.05,4400,0.0007623612862225758,0.0008899520140875789
0,forward_euler,1,0.05,4450,0.0007492147089869382,0.0005589864078028538
0,forward_euler,1,0.05,4500,0.0007364998743464804,0.0005419170919611566
0,forward_euler,1,0.05,4550,0.000723946055522004,0.000536914349760385
0,forward_euler,1,0.05,4600,0.0007114252196524147,0.0005349691104949101
0,forward_euler,1,0.05,4650,0.0006988610340587937,0.0005335780285617785
0,forward_euler,1,0.05,4700,0.0008099435755077015,0.14327046460819473
0,forward_euler,1,0.05,4750,0.0007099659853302487,0.013676921483840308
0,forward_euler,1,0.05,4800,0.0006922454074439359,0.0041739615977852
0,forward_euler,1,0.05,4850,0.0006792626055711003,0.0005722474345113216
0,forward_euler,1,0.05,4900,0.0006672707106062978,0.0005369494465363411
0,forward_euler,1,0.05,4950,0.0006555979906301411,0.0005257898270118543
0,forward_euler,1,0.05,5000,0.0006440259384375685,0.0005213697978322925
0,forward_euler,1,0.05,5050,0.0006324426976027764,0.0005193022424084747
0,forward_euler,1,0.05,5100,0.0006207848506087729,0.000517848189480076
0,forward_euler,1,0.05,5150,0.002504907411582316,0.8168174665982272
0,forward_euler,1,0.05,5200,0.0006489429964058874,0.07151238652742381
0,forward_euler,1,0.05,5250,0.0006173847770170832,0.006378995959090582
0,forward_euler,1,0.05,5300,0.0006046471937611011,0.0005825779277063457
0,forward_euler,1,0.05,5350,0.0005931798623874016,0.0005300621734560763
0,forward_euler,1,0.05,5400,0.0005821185866364262,0.0005133502262733672
0,forward_euler,1,0.05,5450,0.0005712115370273848,0.000506902941961771
0,forward_euler,1,0.05,5500,0.0005603365373457721,0.0005032783856632878
0,forward_euler,1,0.05,5550,0.000549429245805301,0.000500475413388457
0,forward_euler,1,0.05,5600,0.0007183184608120747,0.14875650314161087
0,forward_euler,1,0.05,5650,0.0005956830049659598,0.09109806172080581
0,forward_euler,1,0.05,5700,0.0005523851047419763,0.005365089066427159
0,forward_euler,1,0.05,5750,0.0005398721377315255,0.0008255334509625347
0,forward_euler,1,0.05,5800,0.0005290141164266373,0.0005227200256166841
0,forward_euler,1,0.05,5850,0.0005187629287159751,0.0005011961469522333
0,forward_euler,1,0.05,5900,0.0005088012310281621,0.0004913805493705515
0,forward_euler,1,0.05,5950,0.0004989789477139725,0.0004855123116688495
0,forward_euler,1,0.05,6000,0.0004892166888826517,0.00048123747274683677
0,forward_euler,1,0.05,6050,0.0004794739454659244,0.0004752385470608614
0,forward_euler,1,0.05,6100,0.0014018780222769108,0.5940661549720505
0,forward_euler,1,0.05,6150,0.0004989832943156487,0.021450789897949712
0,forward_euler,1,0.05,6200,0.0004828448650585485,0.002143400276527384
0,forward_euler,1,0.05,6250,0.0004717925102242287,0.0005491471062064886
0,forward_euler,1,0.05,6300,0.0004619582485499277,0.0004927712181412624
0,forward_euler,1,0.05,6350,0.00045269420781333876,0.0004772601808423963
0,forward_euler,1,0.05,6400,0.00044375304730805636,0.000468412646972367
0,forward_euler,1,0.05,6450,0.00043500741450873555,0.0004625339915973584
0,forward_euler,1,0.05,6500,0.0004263888088891583,0.0004580801774638676
0,forward_euler,1,0.05,6550,0.0029867062983245716,1.0786351062796369
0,forward_euler,1,0.05,6600,0.0004603343096613056,0.06822683137563765
0,forward_euler,1,0.05,6650,0.0004322279698041437,0.0021839725033334003
0,forward_euler,1,0.05,6700,0.0004217164663951027,0.0007630237085107079
0,forward_euler,1,0.05,6750,0.0004128135360164227,0.00048161373226526
0,forward_euler,1,0.05,6800,0.00040463168525354333,0.00046176111757699907
0,forward_euler,1,0.05,6850,0.0003968699158676729,0.00045165860981298566
0,forward_euler,1,0.05,6900,0.00038937729001870946,0.00044502391058793417
0,forward_euler,1,0.05,6950,0.0003820691810904023,0.00044024551071915227
0,forward_euler,1,0.05,7000,0.004917682415089319,1.5565106050029365
0,forward_euler,1,0.05,7050,0.00047780437944002147,0.16741575519649932
0,forward_euler,1,0.05,7100,0.0003888896821762204,0.014745474281163748
0,forward_euler,1,0.05,7150,0.0003786784599912831,0.0005850647013459792
0,forward_euler,1,0.05,7200,0.00037073476192417794,0.00046383962611115773
0,forward_euler,1,0.05,7250,0.00036358372726346994,0.0004450898296556809
0,forward_euler,1,0.05,7300,0.0003568944112430798,0.00043482803062450874
0,forward_euler,1,0.05,7350,0.00035050140004185215,0.00042835198721458785
0,forward_euler,1,0.05,7400,0.0003443097554465856,0.00042390435496910095
0,forward_euler,1,0.05,7450,0.013666454485502959,2.573575424724776
0,forward_euler,1,0.05,7500,0.00036690528136498426,0.0332419385045737
0,forward_euler,1,0.05,7550,0.0003506867026452861,0.012120822988868836
0,forward_euler,1,0.05,7600,0.00034173362016855143,0.0009423206810540315
0,forward_euler,1,0.05,7650,0.00033471830361373085,0.0004454931770416227
0,forward_euler,1,0.05,7700,0.0003284733481469374,0.0004269281041946032
0,forward_euler,1,0.05,7750,0.000322682245029547,0.000417824750140411
0,forward_euler,1,0.05,7800,0.0003171772699398492,0.00041221273114678186
0,forward_euler,1,0.05,7850,0.000311860963932837,0.00040135401110077506
0,forward_euler,1,0.05,7900,0.0010300363080908875,0.549426470986664
0,forward_euler,1,0.05,7950,0.0003275335795192638,0.04576958084849746
0,forward_euler,1,0.05,8000,0.00031437084273274656,0.002142459651977065
0,forward_euler,1,0.05,8050,0.00030776320511394277,0.0004589964026536444
0,forward_euler,1,0.05,8100,0.0003020742407117664,0.0004167845598477496
0,forward_euler,1,0.05,8150,0.0002968789696222796,0.00040564755878044257
0,forward_euler,1,0.05,8200,0.0002919790658785563,0.00040017993109555734
0,forward_euler,1,0.05,8250,0.00028737162328695365,0.00797039536535189
0,forward_euler,1,0.05,8300,0.00046760298317826695,0.25656629558066285
0,forward_euler,1,0.05,8350,0.0002958711476776293,0.011042709553900422
0,forward_euler,1,0.05,8400,0.00028841432838071636,0.0022059517176098524
0,forward_euler,1,0.05,8450,0.00028274711841420777,0.0004131991546016844
0,forward_euler,1,0.05,8500,0.00027777843165184405,0.00039769253222515246
0,forward_euler,1,0.05,8550,0.00027319284451228515,0.00039142781499070786
0,forward_euler,1,0.05,8600,0.0002688307526533186,0.00041818448809860965
0,forward_euler,1,0.05,8650,0.00033711873856814953,0.05110237057327654
0,forward_euler,1,0.05,8700,0.0002780513205110106,0.02335199426548955
0,forward_euler,1,0.05,8750,0.00026950157360809105,0.0018794350062723555
0,forward_euler,1,0.05,8800,0.0002641037776322738,0.0004941295923649909
0,forward_euler,1,0.05,8850,0.0002594474819456432,0.00038690892627346374
0,forward_euler,1,0.05,8900,0.0002551798919486488,0.00038066581593916045
0,forward_euler,1,0.05,8950,0.0002511355471307991,0.0017188151375088774
0,forward_euler,1,0.05,9000,0.0005594341935076196,0.38981534271870394
0,forward_euler,1,0.05,9050,0.00025900684925773856,0.03173005588123427
0,forward_euler,1,0.05,9100,0.0002509727261323864,0.0004914467776196255
0,forward_euler,1,0.05,9150,0.0002461423512868049,0.00044520308985671444
0,forward_euler,1,0.05,9200,0.00024189876187470855,0.0003719125128413971
0,forward_euler,1,0.05,9250,0.00023796750920256608,0.0003678058305760108
0,forward_euler,1,0.05,9300,0.004786603484224812,1.5087357884276222
0,forward_euler,1,0.05,9350,0.0002568717930410378,0.07251978084855049
0,forward_euler,1,0.05,9400,0.00023891502020534204,0.003491707060577071
0,forward_euler,1,0.05,9450,0.00023372807211506421,0.0008465535862239431
0,forward_euler,1,0.05,9500,0.0002294299915222046,0.00037095669881237746
0,forward_euler,1,0.05,9550,0.00022556246763387103,0.0003571670501318201
0,forward_euler,1,0.05,9600,0.00022195320109206866,0.004177527624088534
0,forward_euler,1,0.05,9650,0.0003763071783534522,0.27751793061338653
0,forward_euler,1,0.05,9700,0.0002270003638991883,0.01262858927419138
0,forward_euler,1,0.05,9750,0.0002213190254189531,0.0015337938644526838
0,forward_euler,1,0.05,9800,0.0002170486955871188,0.000362564327196697
0,forward_euler,1,0.05,9850,0.00021328125630547758,0.0003476070158505914
0,forward_euler,1,0.05,9900,0.00020980521075094756,0.004207315795417061
0,forward_euler,1,0.05,9950,0.0003901064618106317,0.295880483544105
0,forward_euler,1,0.05,10000,0.00021476355093184184,0.022891103211886015
0,forward_euler,1,0.05,10050,0.0002088066600274342,0.0021455927717319414
0,forward_euler,1,0.05,10100,0.00020477892515546653,0.0003529629553367987
0,forward_euler,1,0.05,10150,0.00020121785218075262,0.0003348178115685882
0,forward_euler,1,0.05,10200,0.0007654771944433158,0.583786017763474
0,forward_euler,1,0.05,10250,0.00020759103122752892,0.007068213468955947
0,forward_euler,1,0.05,10300,0.00020090941823904874,0.0026642333994875123
0,forward_euler,1,0.05,10350,0.00019654732333098914,0.00035776563471242277
0,forward_euler,1,0.05,10400,0.00019291544381586022,0.0003286686583943197
0,forward_euler,1,0.05,10450,0.00018963952114447948,0.00033658081606175247
0,forward_euler,1,0.05,10500,0.00027392036301050575,0.13835962954736553
0,forward_euler,1,0.05,10550,0.00020000717463580745,0.04903638234574042
0,forward_euler,1,0.05,10600,0.00019021289103362732,0.002717923317342512
0,forward_euler,1,0.05,10650,0.00018621330591543254,0.0003792548950414151
0,forward_euler,1,0.05,10700,0.00018284876013819191,0.0003102447802138395
0,forward_euler,1,0.05,10750,0.00017981488534049326,0.00030240211524628074
0,forward_euler,1,0.05,10800,0.0005602252397288988,0.36777622468110194
0,forward_euler,1,0.05,10850,0.0001870559891902541,0.021540038111882587
0,forward_euler,1,0.05,10900,0.0001808346004844899,0.0019538777827265734
0,forward_euler,1,0.05,10950,0.0001770421108791225,0.0004695577453512864
0,forward_euler,1,0.05,11000,0.00017388809860793285,0.00029972895007896914
0,forward_euler,1,0.05,11050,0.00017107330522461364,0.0002921009832434402
0,forward_euler,1,0.05,11100,0.0019630316723409135,0.9094150470767617
0,forward_euler,1,0.05,11150,0.0001786580990339247,0.025856876871335834
0,forward_euler,1,0.05,11200,0.00017216851294725292,0.0014376796997070623
0,forward_euler,1,0.05,11250,0.00016861942675334626,0.0003482264211435065
0,forward_euler,1,0.05,11300,0.0001656967757872574,0.00029127911713711926
0,forward_euler,1,0.05,11350,0.00016310901544817783,0.00028094572300493164
0,forward_euler,1,0.05,11400,0.0006320253559425871,0.47958193902114943
0,forward_euler,1,0.05,11450,0.0001785131635399947,0.06781025028528108
0,forward_euler,1,0.05,11500,0.0001648700443287013,0.002519250766198453
0,forward_euler,1,0.05,11550,0.00016147366195420884,0.000369509755848121
0,forward_euler,1,0.05,11600,0.00015873198313019158,0.00028345632616437016
0,forward_euler,1,0.05,11650,0.00015633750023494523,0.0002712427976556748
0,forward_euler,1,0.05,11700,0.0008328299851209955,0.52954303276828
0,forward_euler,1,0.05,11750,0.00016738616105276403,0.0541130732037781
0,forward_euler,1,0.05,11800,0.00015740584644222607,0.00505426463301644
0,forward_euler,1,0.05,11850,0.00015432144467881405,0.0005437149630939127
0,forward_euler,1,0.05,11900,0.0001518485740386369,0.00027129506962697
0,forward_euler,1,0.05,11950,0.00014968111224620986,0.0009213223524202928
0,forward_euler,1,0.05,12000,0.00017058983777067173,0.049119914784389186
0,forward_euler,1,0.05,12050,0.00015505184966441298,0.011420206431502225
0,forward_euler,1,0.05,12100,0.00015096700488915308,0.002508892441296129
0,forward_euler,1,0.05,12150,0.00014821986581210945,0.00033058483895430683
0,forward_euler,1,0.05,12200,0.00014597867128993963,0.00027062569943146563
0,forward_euler,1,0.05,12250,0.00014400560518926275,0.00047984293600759106
0,forward_euler,1,0.05,12300,0.00018139004782343106,0.0978277233272033
0,forward_euler,1,0.05,12350,0.000151167761107604,0.02356562056619244
0,forward_euler,1,0.05,12400,0.0001461793709220197,0.0019326238957113444
0,forward_euler,1,0.05,12450,0.00014344984215365674,0.0002980186366752526
0,forward_euler,1,0.05,12500,0.00014128001964659227,0.00026899038080304533
0,forward_euler,1,0.05,12550,0.00013940753876845325,0.00026088748878877005
0,forward_euler,1,0.05,12600,0.00025311400101028016,0.1827379534536631
0,forward_euler,1,0.05,12650,0.00014637287581658947,0.027899617620640343
0,forward_euler,1,0.05,12700,0.00014081727962518298,0.0043773139813321595
0,forward_euler,1,0.05,12750,0.00013823612157574155,0.0006286534876953837
0,forward_euler,1,0.05,12800,0.0001362152912451042,0.00025457101688590374
0,forward_euler,1,0.05,12850,0.00013457743825306728,0.008007101253855058
0,forward_euler,1,0.05,12900,0.0001522672683715791,0.047118955235620937
0,forward_euler,1,0.05,12950,0.0001384871790394117,0.021862864632385078
0,forward_euler,1,0.05,13000,0.000134785103543763,0.0005419511242201984
0,forward_euler,1,0.05,13050,0.00013270836762755252,0.00026684649640807133
0,forward_euler,1,0.05,13100,0.00013097813829110894,0.0009580530474781803
0,forward_euler,1,0.05,13150,0.0003644213391905527,0.3467002280848983
0,forward_euler,1,0.05,13200,0.00013695570290561714,0.0340633112553935
0,forward_euler,1,0.05,13250,0.00013174389150124671,0.0022920151093271065
0,forward_euler,1,0.05,13300,0.0001295978260160068,0.00040137777582420676
0,forward_euler,1,0.05,13350,0.00012787371141273794,0.00024279319081026526
0,forward_euler,1,0.05,13400,0.0004982813318129523,0.35226697643267507
0,forward_euler,1,0.05,13450,0.0001342578450594568,0.029601427493245323
0,forward_euler,1,0.05,13500,0.0001286193036401852,0.004251326464638471
0,forward_euler,1,0.05,13550,0.00012642451870567963,0.0005200948837549799
0,forward_euler,1,0.05,13600,0.00012472236896738994,0.0002660383683393038
0,forward_euler,1,0.05,13650,0.0009206343063654378,0.5745344213753708
0,forward_euler,1,0.05,13700,0.00012823799799569253,0.007892193585798816
0,forward_euler,1,0.05,13750,0.0001248947855473213,0.005485410187119928
0,forward_euler,1,0.05,13800,0.00012286609627400205,0.000490426289287069
0,forward_euler,1,0.05,13850,0.00012155767843925568,0.012601512861087351
0,forward_euler,1,0.05,13900,0.0001838790877336459,0.16937031612036316
0,forward_euler,1,0.05,13950,0.0001236822993855828,0.018800262860307358
0,forward_euler,1,0.05,14000,0.00012078753282144287,0.0002886656029006456
0,forward_euler,1,0.05,14050,0.00011914142699928903,0.0021841422575395635
0,forward_euler,1,0.05,14100,0.00014918900394835893,0.06412198783721701
0,forward_euler,1,0.05,14150,0.00012074527266351519,0.004341808984819466
0,forward_euler,1,0.05,14200,0.00011843673147327667,0.003006798292116698
0,forward_euler,1,0.05,14250,0.00011682635769935121,0.004952774944014532
0,forward_euler,1,0.05,14300,0.00028350291544946513,0.2856716229570604
0,forward_euler,1,0.05,14350,0.00011790534021053103,0.0030035143359101227
0,forward_euler,1,0.05,14400,0.00011583372820772845,0.002851173734478603
0,forward_euler,1,0.05,14450,0.00018704420648999826,0.20350364842864824
0,forward_euler,1,0.05,14500,0.00013658037300400087,0.09332882591757845
0,forward_euler,1,0.05,14550,0.00011474312084264798,0.00479123355284475
0,forward_euler,1,0.05,14600,0.00011299759510945944,0.00150210856496032
0,forward_euler,1,0.05,14650,0.0004489241444146779,0.3844860528223511
0,forward_euler,1,0.05,14700,0.00011495407024588791,0.012090717846689749
0,forward_euler,1,0.05,14750,0.00011217195187212938,0.0026636168969691957
0,forward_euler,1,0.05,14800,0.00011062589200537338,0.001381217278269273
0,forward_euler,1,0.05,14850,0.00039617972513039846,0.37848998707360265
0,forward_euler,1,0.05,14900,0.000112706519918353,0.0042667081609554566
0,forward_euler,1,0.05,14950,0.00011036670666270166,0.0019065345145970092
0,forward_euler,1,0.05,15000,0.00010881132595630543,0.0003133322599129227
0,forward_euler,1,0.05,15050,0.003762009116356856,1.4178588224374047
0,forward_euler,1,0.05,15100,0.00013248701714857564,0.09629241559752386
0,forward_euler,1,0.05,15150,0.00010936677586564436,0.007988293823603328
0,forward_euler,1,0.05,15200,0.00010742863643466601,0.00031354890106003217
0,forward_euler,1,0.05,15250,0.00010607065349360891,0.0007657250613374713
0,forward_euler,1,0.05,15300,0.0005487760607964192,0.46169539083638317
0,forward_euler,1,0.05,15350,0.00010936469586467696,0.026746182123836948
0,forward_euler,1,0.05,15400,0.00010579043801485472,0.0004608469581891984
0,forward_euler,1,0.05,15450,0.00010433038219969847,0.0008386207714267459
0,forward_euler,1,0.05,15500,0.00011822468031700764,0.021470112516330832
0,forward_euler,1,0.05,15550,0.00011011089834021907,0.04603498144435411
0,forward_euler,1,0.05,15600,0.00010358733894039829,0.0030730422017037325
0,forward_euler,1,0.05,15650,0.00010278139137144166,0.01794635411038135
0,forward_euler,1,0.05,15700,0.00016210393584216304,0.167195913402322
0,forward_euler,1,0.05,15750,0.00010318917208456301,0.016760165034893353
0,forward_euler,1,0.05,15800,0.00010104796108808724,0.001655768178348006
0,forward_euler,1,0.05,15850,0.0006006571136968119,0.4427743387352982
0,forward_euler,1,0.05,15900,0.00010564653849387571,0.038222958348662635
0,forward_euler,1,0.05,15950,0.00010015503761883042,0.0035335821831841245
0,forward_euler,1,0.05,16000,0.0001261999290917028,0.12081347666045966
0,forward_euler,1,0.05,16050,0.0001337036291615838,0.11874151680019103
0,forward_euler,1,0.05,16100,9.911935137147819e-05,0.008547849358996879
0,forward_euler,1,0.05,16150,0.00010139788986405593,0.04495941716862674
0,forward_euler,1,0.05,16200,0.00013874544311974938,0.1417038741431849
0,forward_euler,1,0.05,16250,9.79047290387376e-05,0.013035188375224754
0,forward_euler,1,0.05,16300,0.0001111026778220816,0.08859383610347486
0,forward_euler,1,0.05,16350,0.0001056601352636744,0.036585826556906766
0,forward_euler,1,0.05,16400,9.618581049112318e-05,0.002650941949116857
0,forward_euler,1,0.05,16450,0.00014700640053221626,0.1660082046065914
0,forward_euler,1,0.05,16500,0.00010233089688489172,0.05352009916405555
0,forward_euler,1,0.05,16550,9.481271330686885e-05,0.00893402339751661
0,forward_euler,1,0.05,16600,0.0002084420196175506,0.24440297545860795
0,forward_euler,1,0.05,16650,0.0001224687063029394,0.09448223994013967
0,forward_euler,1,0.05,16700,9.396918267100505e-05,0.007825263832221586
0,forward_euler,1,0.05,16750,9.247381001508003e-05,0.003436470407766131
0,forward_euler,1,0.05,16800,0.000264219053173012,0.2837535907049296
0,forward_euler,1,0.05,16850,9.397642561642114e-05,0.024515122559564527
0,forward_euler,1,0.05,16900,9.129518572990349e-05,0.0010335745549081058
0,forward_euler,1,0.05,16950,0.0005342003732227939,0.41929203975783175
0,forward_euler,1,0.05,17000,9.27430811436768e-05,0.012874687477833983
0,forward_euler,1,0.05,17050,9.029282522020632e-05,0.0024146686814688883
0,forward_euler,1,0.05,17100,0.001015357034730675,0.6375170326999791
0,forward_euler,1,0.05,17150,9.225710324598916e-05,0.02025873600501447
0,forward_euler,1,0.05,17200,8.910621581715474e-05,0.002354846011700392
0,forward_euler,1,0.05,17250,0.00012859496606862952,0.07011867188875986
0,forward_euler,1,0.05,17300,9.021287236751125e-05,0.012619711833183318
0,forward_euler,1,0.05,17350,8.785200576917795e-05,0.00768668379586292
0,forward_euler,1,0.05,17400,0.00022246798734047802,0.24809928940591197
0,forward_euler,1,0.05,17450,8.804164277298576e-05,0.006750549462405443
0,forward_euler,1,0.05,17500,8.64617737766423e-05,0.008712903988251556
0,forward_euler,1,0.05,17550,0.00017028531790760763,0.15699114878353906
0,forward_euler,1,0.05,17600,8.705828096506829e-05,0.014987053355240424
0,forward_euler,1,0.05,17650,8.536945512350311e-05,0.007580496885758249
0,forward_euler,1,0.05,17700,0.00016687989616661326,0.18174732915537833
0,forward_euler,1,0.05,17750,8.545723499956048e-05,0.01029108856754999
0,forward_euler,1,0.05,17800,0.00010893047858042697,0.11161826359671136
0,forward_euler,1,0.05,17850,0.00010577445131295834,0.09918884280729788
0,forward_euler,1,0.05,17900,8.382656537786263e-05,0.0078878234600663
0,forward_euler,1,0.05,17950,0.00022929141086056065,0.1806827253960365
0,forward_euler,1,0.05,18000,8.691420496212158e-05,0.0283411785697919
0,forward_euler,1,0.05,18050,8.268550726316599e-05,0.0014819446896830746
0,forward_euler,1,0.05,18100,0.0017189360600188873,0.8815543014598965
0,forward_euler,1,0.05,18150,8.764023952560044e-05,0.03926103108938848
0,forward_euler,1,0.05,18200,8.146597279766881e-05,0.005316331134370936
0,forward_euler,1,0.05,18250,0.00033137661889705473,0.3174615693252749
0,forward_euler,1,0.05,18300,8.305862404543718e-05,0.028242289268153815
0,forward_euler,1,0.05,18350,0.00010829059039063456,0.11829417629209286
0,forward_euler,1,0.05,18400,0.00010149755187149895,0.08662650703941152
0,forward_euler,1,0.05,18450,8.003288903738422e-05,0.012451268532603216
0,forward_euler,1,0.05,18500,0.00014145650677744378,0.1667350473815364
0,forward_euler,1,0.05,18550,8.025778553607624e-05,0.022009060819332328
0,forward_euler,1,0.05,18600,0.00026146696105219694,0.2927344197497629
0,forward_euler,1,0.05,18650,7.937394157437275e-05,0.014974464235193738
0,forward_euler,1,0.05,18700,0.00045250906559489613,0.4242944112240902
0,forward_euler,1,0.05,18750,8.703452053807152e-05,0.06266281849870638
0,forward_euler,1,0.05,18800,0.00016056090243234323,0.20201468427208213
0,forward_euler,1,0.05,18850,8.144214196026139e-05,0.0406453631415721
0,forward_euler,1,0.05,18900,0.00017011776045892458,0.21375837249466054
0,forward_euler,1,0.05,18950,7.966098489356761e-05,0.031392128077656435
0,forward_euler,1,0.05,19000,0.0001674879786950889,0.2112670297107392
0,forward_euler,1,0.05,19050,7.815302936953603e-05,0.02424650344762491
0,forward_euler,1,0.05,19100,0.00011317690195802507,0.13576312808943952
0,forward_euler,1,0.05,19150,7.686969181159207e-05,0.009905903831053995
0,forward_euler,1,0.05,19200,7.813642655760198e-05,0.041101211404638
